robot_id,warehouse_id,robot_type,vendor,fleet_id,firmware,battery_soc,battery_soh,health_status,payload_kg,safety_cert_status,calibration_status,connectivity
RBT-0609,DC-16,PALLET_MOVER,FleetOne,DC-16-F2,1.7.0,16,86,DEGRADED,100,VALID,VALID,ONLINE
RBT-0610,DC-16,AMR,FleetOne,DC-16-F3,3.6.7,16,92,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0611,DC-16,TUGGER,FleetOne,DC-16-F4,2.4.0,26,75,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0612,DC-16,PALLET_MOVER,FleetOne,DC-16-F1,2.3.6,57,79,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0613,DC-16,CASE_PICKER,FleetOne,DC-16-F1,1.9.4,82,91,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0614,DC-16,TUGGER,FleetOne,DC-16-F4,4.0.6,49,78,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0615,DC-16,PALLET_MOVER,FleetOne,DC-16-F3,4.5.3,98,80,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0616,DC-16,AMR,FleetOne,DC-16-F1,2.7.7,50,90,HEALTHY,1000,VALID,OVERDUE,INTERMITTENT
RBT-0617,DC-16,TUGGER,FleetOne,DC-16-F3,3.6.6,33,98,HEALTHY,1500,VALID,OVERDUE,ONLINE
RBT-0618,DC-16,AGV,FleetOne,DC-16-F1,2.4.2,25,71,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0619,DC-16,CASE_PICKER,FleetOne,DC-16-F4,2.6.2,68,72,MAINTENANCE,1000,VALID,VALID,INTERMITTENT
RBT-0620,DC-16,FORK_AMR,FleetOne,DC-16-F1,4.8.8,57,71,HEALTHY,500,VALID,VALID,ONLINE
RBT-0621,DC-16,PALLET_MOVER,FleetOne,DC-16-F2,2.2.8,9,68,MAINTENANCE,500,VALID,OVERDUE,ONLINE
RBT-0622,DC-16,TUGGER,FleetOne,DC-16-F3,2.2.4,30,95,HEALTHY,250,VALID,VALID,ONLINE
RBT-0623,DC-16,PALLET_MOVER,FleetOne,DC-16-F4,3.1.3,38,86,HEALTHY,1000,VALID,DUE,ONLINE
RBT-0624,DC-16,TUGGER,FleetOne,DC-16-F1,3.4.5,19,69,DEGRADED,1000,VALID,DUE,ONLINE
RBT-0625,DC-16,PALLET_MOVER,FleetOne,DC-16-F2,1.1.8,38,91,DEGRADED,1000,VALID,VALID,ONLINE
RBT-0626,DC-16,AGV,FleetOne,DC-16-F1,1.2.8,68,100,HEALTHY,500,VALID,VALID,INTERMITTENT
RBT-0627,DC-16,TUGGER,FleetOne,DC-16-F4,3.8.2,87,92,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0628,DC-16,TUGGER,FleetOne,DC-16-F3,4.1.5,26,75,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0629,DC-16,AMR,FleetOne,DC-16-F3,2.7.4,25,85,HEALTHY,100,VALID,VALID,ONLINE
RBT-0630,DC-16,FORK_AMR,FleetOne,DC-16-F3,3.1.8,65,84,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0631,DC-16,AMR,FleetOne,DC-16-F4,4.7.4,94,92,HEALTHY,100,VALID,VALID,ONLINE
RBT-0632,DC-16,AMR,FleetOne,DC-16-F1,3.4.1,32,75,HEALTHY,1000,VALID,VALID,INTERMITTENT
RBT-0633,DC-17,AMR,RoboFlow,DC-17-F4,1.4.1,41,93,HEALTHY,250,EXPIRING,VALID,ONLINE
RBT-0634,DC-17,CASE_PICKER,RoboFlow,DC-17-F1,4.9.3,13,70,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0635,DC-17,CASE_PICKER,RoboFlow,DC-17-F4,3.2.6,12,89,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0636,DC-17,TUGGER,RoboFlow,DC-17-F1,1.7.5,49,82,MAINTENANCE,500,VALID,VALID,ONLINE
RBT-0637,DC-17,TUGGER,RoboFlow,DC-17-F2,2.0.2,87,76,DEGRADED,100,VALID,VALID,ONLINE
RBT-0638,DC-17,AGV,RoboFlow,DC-17-F3,4.2.9,65,83,MAINTENANCE,500,VALID,VALID,INTERMITTENT
RBT-0639,DC-17,PALLET_MOVER,RoboFlow,DC-17-F1,4.9.9,56,85,HEALTHY,100,VALID,DUE,ONLINE
RBT-0640,DC-17,CASE_PICKER,RoboFlow,DC-17-F4,2.7.6,77,89,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0641,DC-17,TUGGER,RoboFlow,DC-17-F1,2.0.7,88,82,HEALTHY,500,VALID,VALID,ONLINE
RBT-0642,DC-17,AGV,RoboFlow,DC-17-F4,2.4.1,100,68,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0643,DC-17,AMR,RoboFlow,DC-17-F2,2.5.7,32,78,DEGRADED,250,VALID,VALID,ONLINE
RBT-0644,DC-17,CASE_PICKER,RoboFlow,DC-17-F4,4.8.8,10,100,DEGRADED,250,VALID,OVERDUE,ONLINE
RBT-0645,DC-17,AMR,RoboFlow,DC-17-F3,2.2.1,52,99,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0646,DC-17,FORK_AMR,RoboFlow,DC-17-F2,1.5.8,100,83,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0647,DC-17,CASE_PICKER,RoboFlow,DC-17-F4,4.7.0,69,96,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0648,DC-17,FORK_AMR,RoboFlow,DC-17-F1,3.5.6,49,80,HEALTHY,100,VALID,VALID,ONLINE
RBT-0649,DC-17,FORK_AMR,RoboFlow,DC-17-F2,3.1.6,38,80,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0650,DC-17,AMR,RoboFlow,DC-17-F1,1.4.8,73,100,HEALTHY,1500,VALID,VALID,OFFLINE
RBT-0651,DC-17,AMR,RoboFlow,DC-17-F4,1.7.0,79,99,DEGRADED,1500,EXPIRED,VALID,ONLINE
RBT-0652,DC-17,PALLET_MOVER,RoboFlow,DC-17-F2,1.7.5,96,69,MAINTENANCE,1500,VALID,VALID,ONLINE
RBT-0653,DC-17,PALLET_MOVER,RoboFlow,DC-17-F1,3.1.2,36,69,HEALTHY,500,EXPIRED,VALID,ONLINE
RBT-0654,DC-17,TUGGER,RoboFlow,DC-17-F3,2.0.0,73,97,MAINTENANCE,250,VALID,VALID,ONLINE
RBT-0655,DC-17,PALLET_MOVER,RoboFlow,DC-17-F3,3.9.8,83,90,HEALTHY,250,VALID,VALID,ONLINE
RBT-0656,DC-17,TUGGER,RoboFlow,DC-17-F1,4.4.3,71,92,HEALTHY,500,VALID,DUE,ONLINE
RBT-0657,DC-17,FORK_AMR,RoboFlow,DC-17-F1,2.4.6,24,94,HEALTHY,500,EXPIRING,VALID,ONLINE
RBT-0658,DC-17,CASE_PICKER,RoboFlow,DC-17-F2,4.1.9,75,68,MAINTENANCE,100,VALID,VALID,ONLINE
RBT-0659,DC-17,FORK_AMR,RoboFlow,DC-17-F1,1.7.0,62,90,HEALTHY,100,VALID,VALID,ONLINE
RBT-0660,DC-17,FORK_AMR,RoboFlow,DC-17-F2,3.3.7,58,100,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0661,DC-17,CASE_PICKER,RoboFlow,DC-17-F2,2.1.0,34,72,HEALTHY,1500,VALID,VALID,INTERMITTENT
RBT-0662,DC-17,CASE_PICKER,RoboFlow,DC-17-F3,4.3.0,81,96,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0663,DC-17,PALLET_MOVER,RoboFlow,DC-17-F4,4.3.9,65,74,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0664,DC-17,AGV,RoboFlow,DC-17-F2,4.0.1,80,100,HEALTHY,500,VALID,VALID,ONLINE
RBT-0665,DC-17,FORK_AMR,RoboFlow,DC-17-F4,3.7.6,32,91,DEGRADED,100,EXPIRING,VALID,OFFLINE
RBT-0666,DC-17,CASE_PICKER,RoboFlow,DC-17-F4,2.5.5,86,68,HEALTHY,1000,VALID,OVERDUE,ONLINE
RBT-0667,DC-17,AGV,RoboFlow,DC-17-F3,2.3.0,57,75,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0668,DC-18,CASE_PICKER,MoveIQ,DC-18-F4,4.9.6,63,90,HEALTHY,1000,EXPIRED,VALID,ONLINE
RBT-0669,DC-18,FORK_AMR,MoveIQ,DC-18-F2,4.8.0,57,75,DEGRADED,1500,VALID,DUE,ONLINE
RBT-0670,DC-18,FORK_AMR,MoveIQ,DC-18-F1,4.8.9,67,90,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0671,DC-18,CASE_PICKER,MoveIQ,DC-18-F3,4.8.3,54,68,MAINTENANCE,1500,VALID,VALID,OFFLINE
RBT-0672,DC-18,PALLET_MOVER,MoveIQ,DC-18-F4,4.8.2,83,73,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0673,DC-18,AMR,MoveIQ,DC-18-F2,4.9.1,85,87,HEALTHY,500,VALID,VALID,ONLINE
RBT-0674,DC-18,PALLET_MOVER,MoveIQ,DC-18-F3,2.0.9,14,85,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0675,DC-18,PALLET_MOVER,MoveIQ,DC-18-F3,1.4.9,13,93,HEALTHY,250,VALID,VALID,ONLINE
RBT-0676,DC-18,TUGGER,MoveIQ,DC-18-F4,3.8.8,9,69,HEALTHY,500,VALID,DUE,ONLINE
RBT-0677,DC-18,PALLET_MOVER,MoveIQ,DC-18-F1,4.9.5,59,85,HEALTHY,500,VALID,DUE,ONLINE
RBT-0678,DC-18,FORK_AMR,MoveIQ,DC-18-F3,1.0.5,76,97,HEALTHY,100,VALID,VALID,ONLINE
RBT-0679,DC-18,PALLET_MOVER,MoveIQ,DC-18-F4,1.0.9,51,87,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0680,DC-18,AMR,MoveIQ,DC-18-F3,3.8.1,85,74,HEALTHY,500,VALID,VALID,ONLINE
RBT-0681,DC-18,TUGGER,MoveIQ,DC-18-F2,1.6.2,100,77,DEGRADED,1500,VALID,VALID,ONLINE
RBT-0682,DC-18,AMR,MoveIQ,DC-18-F4,3.3.4,75,83,HEALTHY,250,VALID,VALID,ONLINE
RBT-0683,DC-18,FORK_AMR,MoveIQ,DC-18-F3,1.5.1,92,84,HEALTHY,500,VALID,VALID,ONLINE
RBT-0684,DC-18,FORK_AMR,MoveIQ,DC-18-F2,3.2.3,19,71,HEALTHY,1000,EXPIRING,VALID,ONLINE
RBT-0685,DC-18,FORK_AMR,MoveIQ,DC-18-F3,1.5.7,64,68,HEALTHY,500,VALID,VALID,ONLINE
RBT-0686,DC-18,AMR,MoveIQ,DC-18-F2,1.7.0,26,88,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0687,DC-18,CASE_PICKER,MoveIQ,DC-18-F1,4.0.2,33,76,HEALTHY,500,VALID,DUE,ONLINE
RBT-0688,DC-18,PALLET_MOVER,MoveIQ,DC-18-F3,4.8.5,32,75,HEALTHY,100,VALID,DUE,ONLINE
RBT-0689,DC-18,AMR,MoveIQ,DC-18-F2,2.8.9,63,97,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0690,DC-18,PALLET_MOVER,MoveIQ,DC-18-F2,2.2.8,62,86,HEALTHY,500,VALID,VALID,ONLINE
RBT-0691,DC-18,CASE_PICKER,MoveIQ,DC-18-F2,3.3.8,93,98,HEALTHY,100,VALID,VALID,ONLINE
RBT-0692,DC-18,CASE_PICKER,MoveIQ,DC-18-F3,1.4.2,76,99,HEALTHY,500,VALID,VALID,ONLINE
RBT-0693,DC-18,TUGGER,MoveIQ,DC-18-F2,3.4.0,99,98,HEALTHY,250,VALID,OVERDUE,ONLINE
RBT-0694,DC-18,TUGGER,MoveIQ,DC-18-F4,2.9.7,73,85,HEALTHY,250,EXPIRED,VALID,ONLINE
RBT-0695,DC-18,FORK_AMR,MoveIQ,DC-18-F1,3.7.9,45,86,HEALTHY,500,VALID,DUE,ONLINE
RBT-0696,DC-18,AMR,MoveIQ,DC-18-F1,4.5.1,35,70,HEALTHY,100,VALID,VALID,ONLINE
RBT-0697,DC-18,AGV,MoveIQ,DC-18-F4,2.2.3,58,98,HEALTHY,250,VALID,VALID,INTERMITTENT
RBT-0698,DC-18,AMR,MoveIQ,DC-18-F3,4.5.7,24,81,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0699,DC-18,AGV,MoveIQ,DC-18-F2,1.4.0,85,100,HEALTHY,100,VALID,DUE,ONLINE
RBT-0700,DC-18,FORK_AMR,MoveIQ,DC-18-F1,1.5.6,47,78,HEALTHY,1500,VALID,VALID,ONLINE
RBT-0701,DC-18,CASE_PICKER,MoveIQ,DC-18-F1,1.7.5,94,69,MAINTENANCE,100,VALID,DUE,ONLINE
RBT-0702,DC-18,FORK_AMR,MoveIQ,DC-18-F4,1.6.3,24,80,MAINTENANCE,1000,VALID,VALID,ONLINE
RBT-0703,DC-18,PALLET_MOVER,MoveIQ,DC-18-F4,2.9.6,83,83,MAINTENANCE,1000,VALID,VALID,ONLINE
RBT-0704,DC-18,AMR,MoveIQ,DC-18-F4,2.5.8,39,70,HEALTHY,500,VALID,VALID,ONLINE
RBT-0705,DC-18,FORK_AMR,MoveIQ,DC-18-F2,1.5.0,50,90,DEGRADED,250,VALID,VALID,ONLINE
RBT-0706,DC-18,CASE_PICKER,MoveIQ,DC-18-F4,4.1.4,95,77,HEALTHY,1000,VALID,OVERDUE,ONLINE
RBT-0707,DC-18,PALLET_MOVER,MoveIQ,DC-18-F1,2.6.8,26,80,HEALTHY,100,EXPIRING,OVERDUE,ONLINE
RBT-0708,DC-18,FORK_AMR,MoveIQ,DC-18-F1,4.6.5,77,82,MAINTENANCE,1500,VALID,OVERDUE,ONLINE
RBT-0709,DC-18,TUGGER,MoveIQ,DC-18-F3,2.0.6,53,69,HEALTHY,1000,VALID,VALID,ONLINE
RBT-0710,DC-18,TUGGER,MoveIQ,DC-18-F2,1.4.9,19,89,DEGRADED,100,VALID,VALID,ONLINE
RBT-0711,DC-18,AGV,MoveIQ,DC-18-F1,3.8.2,68,89,HEALTHY,250,VALID,DUE,ONLINE
RBT-0712,DC-18,PALLET_MOVER,MoveIQ,DC-18-F2,4.4.4,57,95,HEALTHY,100,VALID,VALID,ONLINE
