task_id,order_id,warehouse_id,task_type,assigned_robot,wes_status,fleet_status,source_zone,dest_zone,created_at
TSK-002723-4,ORD-002723,DC-14,PICK,RBT-0051,EXECUTING,COMPLETE,DC-14-Z10,DC-14-Z05,2026-08-25T22:11:00
TSK-002724-1,ORD-002724,DC-17,STAGE,RBT-0416,EXECUTING,COMPLETE,DC-17-Z12,DC-17-Z05,2026-08-25T12:27:00
TSK-002724-2,ORD-002724,DC-17,PACK_FEED,RBT-0281,COMPLETE,COMPLETE,DC-17-Z08,DC-17-Z08,2026-08-25T12:56:00
TSK-002724-3,ORD-002724,DC-17,MOVE,RBT-0104,ASSIGNED,EXECUTING,DC-17-Z11,DC-17-Z07,2026-08-25T12:47:00
TSK-002725-1,ORD-002725,DC-01,STAGE,RBT-0597,BLOCKED,EXECUTING,DC-01-Z02,DC-01-Z05,2026-08-05T19:40:00
TSK-002725-2,ORD-002725,DC-01,MOVE,RBT-0152,EXECUTING,QUEUED,DC-01-Z01,DC-01-Z04,2026-08-05T18:51:00
TSK-002725-3,ORD-002725,DC-01,PACK_FEED,RBT-0371,COMPLETE,ASSIGNED,DC-01-Z01,DC-01-Z08,2026-08-05T18:52:00
TSK-002725-4,ORD-002725,DC-01,STAGE,RBT-0035,QUEUED,ASSIGNED,DC-01-Z04,DC-01-Z09,2026-08-05T19:15:00
TSK-002726-1,ORD-002726,DC-16,STAGE,RBT-0024,BLOCKED,EXECUTING,DC-16-Z03,DC-16-Z03,2026-08-29T19:44:00
TSK-002726-2,ORD-002726,DC-16,PICK,RBT-0089,EXECUTING,FAILED,DC-16-Z03,DC-16-Z06,2026-08-29T19:55:00
TSK-002727-1,ORD-002727,DC-07,MOVE,RBT-0629,EXECUTING,QUEUED,DC-07-Z09,DC-07-Z10,2026-09-02T02:33:00
TSK-002727-2,ORD-002727,DC-07,STAGE,RBT-0568,EXECUTING,COMPLETE,DC-07-Z06,DC-07-Z08,2026-09-02T02:26:00
TSK-002727-3,ORD-002727,DC-07,PACK_FEED,RBT-0354,COMPLETE,QUEUED,DC-07-Z11,DC-07-Z05,2026-09-02T02:37:00
TSK-002728-1,ORD-002728,DC-04,PACK_FEED,RBT-0569,BLOCKED,FAILED,DC-04-Z10,DC-04-Z10,2026-08-11T21:50:00
TSK-002728-2,ORD-002728,DC-04,REPLENISH,RBT-0078,QUEUED,FAILED,DC-04-Z06,DC-04-Z11,2026-08-11T21:40:00
TSK-002728-3,ORD-002728,DC-04,STAGE,RBT-0081,COMPLETE,ASSIGNED,DC-04-Z09,DC-04-Z08,2026-08-11T22:44:00
TSK-002729-1,ORD-002729,DC-16,REPLENISH,RBT-0291,EXECUTING,QUEUED,DC-16-Z09,DC-16-Z05,2026-08-31T00:29:00
TSK-002729-2,ORD-002729,DC-16,MOVE,RBT-0435,QUEUED,FAILED,DC-16-Z04,DC-16-Z04,2026-08-31T02:00:00
TSK-002729-3,ORD-002729,DC-16,STAGE,RBT-0353,BLOCKED,EXECUTING,DC-16-Z12,DC-16-Z06,2026-08-31T01:42:00
TSK-002729-4,ORD-002729,DC-16,REPLENISH,RBT-0361,COMPLETE,EXECUTING,DC-16-Z09,DC-16-Z09,2026-08-31T01:51:00
TSK-002730-1,ORD-002730,DC-13,PICK,RBT-0153,QUEUED,COMPLETE,DC-13-Z05,DC-13-Z01,2026-08-21T11:08:00
TSK-002731-1,ORD-002731,DC-03,PICK,RBT-0258,EXECUTING,FAILED,DC-03-Z05,DC-03-Z06,2026-08-30T00:33:00
TSK-002731-2,ORD-002731,DC-03,MOVE,RBT-0505,COMPLETE,EXECUTING,DC-03-Z05,DC-03-Z02,2026-08-29T23:01:00
TSK-002731-3,ORD-002731,DC-03,PACK_FEED,RBT-0228,QUEUED,EXECUTING,DC-03-Z05,DC-03-Z09,2026-08-29T23:01:00
TSK-002731-4,ORD-002731,DC-03,PACK_FEED,RBT-0304,ASSIGNED,EXECUTING,DC-03-Z01,DC-03-Z11,2026-08-30T00:00:00
TSK-002732-1,ORD-002732,DC-16,STAGE,RBT-0695,ASSIGNED,FAILED,DC-16-Z04,DC-16-Z02,2026-09-05T02:51:00
TSK-002732-2,ORD-002732,DC-16,MOVE,RBT-0421,ASSIGNED,EXECUTING,DC-16-Z10,DC-16-Z11,2026-09-05T02:01:00
TSK-002733-1,ORD-002733,DC-13,REPLENISH,RBT-0334,QUEUED,QUEUED,DC-13-Z06,DC-13-Z03,2026-08-26T04:11:00
TSK-002733-2,ORD-002733,DC-13,PACK_FEED,RBT-0537,EXECUTING,COMPLETE,DC-13-Z05,DC-13-Z09,2026-08-26T04:48:00
TSK-002733-3,ORD-002733,DC-13,PACK_FEED,RBT-0202,EXECUTING,FAILED,DC-13-Z06,DC-13-Z09,2026-08-26T05:35:00
TSK-002733-4,ORD-002733,DC-13,PACK_FEED,RBT-0329,COMPLETE,QUEUED,DC-13-Z07,DC-13-Z12,2026-08-26T04:03:00
TSK-002734-1,ORD-002734,DC-04,PACK_FEED,RBT-0193,EXECUTING,QUEUED,DC-04-Z03,DC-04-Z12,2026-08-12T00:42:00
TSK-002735-1,ORD-002735,DC-07,PACK_FEED,RBT-0492,BLOCKED,ASSIGNED,DC-07-Z06,DC-07-Z11,2026-08-29T15:04:00
TSK-002735-2,ORD-002735,DC-07,STAGE,RBT-0199,COMPLETE,FAILED,DC-07-Z06,DC-07-Z06,2026-08-29T14:54:00
TSK-002735-3,ORD-002735,DC-07,REPLENISH,RBT-0340,EXECUTING,QUEUED,DC-07-Z02,DC-07-Z04,2026-08-29T15:00:00
TSK-002735-4,ORD-002735,DC-07,PICK,RBT-0321,BLOCKED,FAILED,DC-07-Z08,DC-07-Z02,2026-08-29T15:07:00
TSK-002736-1,ORD-002736,DC-15,PACK_FEED,RBT-0354,EXECUTING,QUEUED,DC-15-Z11,DC-15-Z03,2026-09-03T01:22:00
TSK-002736-2,ORD-002736,DC-15,MOVE,RBT-0629,ASSIGNED,FAILED,DC-15-Z02,DC-15-Z01,2026-09-02T23:47:00
TSK-002737-1,ORD-002737,DC-02,PACK_FEED,RBT-0272,EXECUTING,EXECUTING,DC-02-Z04,DC-02-Z09,2026-09-01T04:49:00
TSK-002737-2,ORD-002737,DC-02,MOVE,RBT-0426,EXECUTING,COMPLETE,DC-02-Z02,DC-02-Z02,2026-09-01T03:41:00
TSK-002737-3,ORD-002737,DC-02,PACK_FEED,RBT-0107,ASSIGNED,QUEUED,DC-02-Z03,DC-02-Z08,2026-09-01T04:13:00
TSK-002737-4,ORD-002737,DC-02,MOVE,RBT-0018,EXECUTING,COMPLETE,DC-02-Z04,DC-02-Z08,2026-09-01T03:46:00
TSK-002738-1,ORD-002738,DC-16,MOVE,RBT-0202,EXECUTING,QUEUED,DC-16-Z12,DC-16-Z07,2026-08-30T06:22:00
TSK-002738-2,ORD-002738,DC-16,MOVE,RBT-0021,COMPLETE,COMPLETE,DC-16-Z02,DC-16-Z07,2026-08-30T06:24:00
TSK-002738-3,ORD-002738,DC-16,REPLENISH,RBT-0390,COMPLETE,EXECUTING,DC-16-Z12,DC-16-Z07,2026-08-30T06:51:00
TSK-002738-4,ORD-002738,DC-16,STAGE,RBT-0185,QUEUED,ASSIGNED,DC-16-Z09,DC-16-Z10,2026-08-30T07:40:00
TSK-002739-1,ORD-002739,DC-13,PICK,RBT-0556,BLOCKED,FAILED,DC-13-Z04,DC-13-Z01,2026-08-24T09:15:00
TSK-002739-2,ORD-002739,DC-13,STAGE,RBT-0200,BLOCKED,EXECUTING,DC-13-Z05,DC-13-Z01,2026-08-24T09:27:00
TSK-002739-3,ORD-002739,DC-13,PACK_FEED,RBT-0515,ASSIGNED,FAILED,DC-13-Z02,DC-13-Z11,2026-08-24T08:58:00
TSK-002740-1,ORD-002740,DC-03,PACK_FEED,RBT-0503,QUEUED,FAILED,DC-03-Z04,DC-03-Z04,2026-08-31T21:41:00
TSK-002740-2,ORD-002740,DC-03,PICK,RBT-0400,ASSIGNED,QUEUED,DC-03-Z04,DC-03-Z01,2026-08-31T21:13:00
TSK-002740-3,ORD-002740,DC-03,REPLENISH,RBT-0474,ASSIGNED,QUEUED,DC-03-Z10,DC-03-Z01,2026-08-31T22:31:00
TSK-002741-1,ORD-002741,DC-09,MOVE,RBT-0062,BLOCKED,EXECUTING,DC-09-Z11,DC-09-Z08,2026-08-24T19:37:00
TSK-002741-2,ORD-002741,DC-09,PICK,RBT-0017,COMPLETE,ASSIGNED,DC-09-Z07,DC-09-Z09,2026-08-24T20:30:00
TSK-002741-3,ORD-002741,DC-09,PICK,RBT-0628,QUEUED,ASSIGNED,DC-09-Z08,DC-09-Z05,2026-08-24T19:35:00
TSK-002741-4,ORD-002741,DC-09,MOVE,RBT-0241,COMPLETE,FAILED,DC-09-Z10,DC-09-Z01,2026-08-24T20:36:00
TSK-002742-1,ORD-002742,DC-04,PACK_FEED,RBT-0510,QUEUED,EXECUTING,DC-04-Z02,DC-04-Z11,2026-09-05T00:23:00
TSK-002742-2,ORD-002742,DC-04,REPLENISH,RBT-0700,QUEUED,QUEUED,DC-04-Z05,DC-04-Z03,2026-09-05T00:55:00
TSK-002743-1,ORD-002743,DC-07,REPLENISH,RBT-0696,QUEUED,FAILED,DC-07-Z03,DC-07-Z03,2026-08-18T14:01:00
TSK-002743-2,ORD-002743,DC-07,STAGE,RBT-0122,BLOCKED,EXECUTING,DC-07-Z02,DC-07-Z12,2026-08-18T14:27:00
TSK-002743-3,ORD-002743,DC-07,PACK_FEED,RBT-0449,BLOCKED,ASSIGNED,DC-07-Z02,DC-07-Z06,2026-08-18T14:36:00
TSK-002744-1,ORD-002744,DC-06,REPLENISH,RBT-0083,EXECUTING,EXECUTING,DC-06-Z10,DC-06-Z08,2026-08-25T10:29:00
TSK-002744-2,ORD-002744,DC-06,PACK_FEED,RBT-0228,COMPLETE,FAILED,DC-06-Z11,DC-06-Z02,2026-08-25T10:18:00
TSK-002744-3,ORD-002744,DC-06,MOVE,RBT-0639,COMPLETE,FAILED,DC-06-Z11,DC-06-Z10,2026-08-25T09:59:00
TSK-002745-1,ORD-002745,DC-17,PACK_FEED,RBT-0094,COMPLETE,FAILED,DC-17-Z04,DC-17-Z05,2026-08-30T15:30:00
TSK-002745-2,ORD-002745,DC-17,REPLENISH,RBT-0525,EXECUTING,COMPLETE,DC-17-Z10,DC-17-Z06,2026-08-30T15:10:00
TSK-002745-3,ORD-002745,DC-17,MOVE,RBT-0106,ASSIGNED,FAILED,DC-17-Z10,DC-17-Z06,2026-08-30T14:32:00
TSK-002745-4,ORD-002745,DC-17,STAGE,RBT-0451,ASSIGNED,FAILED,DC-17-Z07,DC-17-Z07,2026-08-30T16:04:00
TSK-002746-1,ORD-002746,DC-18,REPLENISH,RBT-0465,EXECUTING,FAILED,DC-18-Z07,DC-18-Z06,2026-08-24T02:53:00
TSK-002747-1,ORD-002747,DC-11,STAGE,RBT-0627,COMPLETE,QUEUED,DC-11-Z07,DC-11-Z03,2026-08-24T09:14:00
TSK-002748-1,ORD-002748,DC-18,STAGE,RBT-0442,EXECUTING,EXECUTING,DC-18-Z01,DC-18-Z03,2026-09-02T21:20:00
TSK-002748-2,ORD-002748,DC-18,REPLENISH,RBT-0702,QUEUED,QUEUED,DC-18-Z01,DC-18-Z10,2026-09-02T22:00:00
TSK-002749-1,ORD-002749,DC-15,PACK_FEED,RBT-0196,BLOCKED,QUEUED,DC-15-Z08,DC-15-Z11,2026-08-06T08:12:00
TSK-002750-1,ORD-002750,DC-06,REPLENISH,RBT-0271,BLOCKED,COMPLETE,DC-06-Z11,DC-06-Z04,2026-08-23T06:52:00
TSK-002750-2,ORD-002750,DC-06,STAGE,RBT-0280,QUEUED,QUEUED,DC-06-Z12,DC-06-Z04,2026-08-23T06:44:00
TSK-002750-3,ORD-002750,DC-06,PACK_FEED,RBT-0190,EXECUTING,COMPLETE,DC-06-Z07,DC-06-Z02,2026-08-23T06:54:00
TSK-002750-4,ORD-002750,DC-06,STAGE,RBT-0381,ASSIGNED,ASSIGNED,DC-06-Z04,DC-06-Z03,2026-08-23T06:54:00
TSK-002751-1,ORD-002751,DC-03,REPLENISH,RBT-0035,COMPLETE,ASSIGNED,DC-03-Z07,DC-03-Z03,2026-09-03T09:37:00
TSK-002751-2,ORD-002751,DC-03,MOVE,RBT-0709,ASSIGNED,EXECUTING,DC-03-Z01,DC-03-Z07,2026-09-03T09:17:00
TSK-002752-1,ORD-002752,DC-17,MOVE,RBT-0560,ASSIGNED,EXECUTING,DC-17-Z04,DC-17-Z02,2026-08-30T21:57:00
TSK-002752-2,ORD-002752,DC-17,STAGE,RBT-0444,EXECUTING,COMPLETE,DC-17-Z06,DC-17-Z09,2026-08-30T22:56:00
TSK-002752-3,ORD-002752,DC-17,STAGE,RBT-0204,COMPLETE,ASSIGNED,DC-17-Z12,DC-17-Z04,2026-08-30T22:34:00
TSK-002752-4,ORD-002752,DC-17,PACK_FEED,RBT-0604,ASSIGNED,ASSIGNED,DC-17-Z12,DC-17-Z02,2026-08-30T22:59:00
TSK-002753-1,ORD-002753,DC-04,MOVE,RBT-0457,EXECUTING,EXECUTING,DC-04-Z10,DC-04-Z05,2026-09-04T14:38:00
TSK-002753-2,ORD-002753,DC-04,REPLENISH,RBT-0508,COMPLETE,COMPLETE,DC-04-Z07,DC-04-Z03,2026-09-04T13:17:00
TSK-002753-3,ORD-002753,DC-04,PICK,RBT-0276,ASSIGNED,ASSIGNED,DC-04-Z12,DC-04-Z01,2026-09-04T14:36:00
TSK-002754-1,ORD-002754,DC-17,PACK_FEED,RBT-0465,QUEUED,FAILED,DC-17-Z07,DC-17-Z05,2026-09-02T05:56:00
TSK-002754-2,ORD-002754,DC-17,PACK_FEED,RBT-0435,COMPLETE,EXECUTING,DC-17-Z02,DC-17-Z01,2026-09-02T05:03:00
TSK-002754-3,ORD-002754,DC-17,MOVE,RBT-0216,ASSIGNED,COMPLETE,DC-17-Z05,DC-17-Z03,2026-09-02T05:12:00
TSK-002755-1,ORD-002755,DC-08,PACK_FEED,RBT-0577,QUEUED,QUEUED,DC-08-Z07,DC-08-Z12,2026-08-25T12:09:00
TSK-002756-1,ORD-002756,DC-05,MOVE,RBT-0542,EXECUTING,QUEUED,DC-05-Z01,DC-05-Z05,2026-08-06T19:18:00
TSK-002757-1,ORD-002757,DC-11,STAGE,RBT-0125,QUEUED,COMPLETE,DC-11-Z01,DC-11-Z03,2026-08-19T14:29:00
TSK-002757-2,ORD-002757,DC-11,STAGE,RBT-0275,QUEUED,ASSIGNED,DC-11-Z02,DC-11-Z02,2026-08-19T15:21:00
TSK-002757-3,ORD-002757,DC-11,REPLENISH,RBT-0478,EXECUTING,ASSIGNED,DC-11-Z11,DC-11-Z10,2026-08-19T14:28:00
TSK-002757-4,ORD-002757,DC-11,PICK,RBT-0293,ASSIGNED,COMPLETE,DC-11-Z10,DC-11-Z08,2026-08-19T15:00:00
TSK-002758-1,ORD-002758,DC-07,REPLENISH,RBT-0475,EXECUTING,ASSIGNED,DC-07-Z09,DC-07-Z08,2026-08-17T14:05:00
TSK-002758-2,ORD-002758,DC-07,PACK_FEED,RBT-0035,EXECUTING,EXECUTING,DC-07-Z04,DC-07-Z07,2026-08-17T14:37:00
TSK-002759-1,ORD-002759,DC-16,REPLENISH,RBT-0227,COMPLETE,FAILED,DC-16-Z06,DC-16-Z07,2026-08-26T12:14:00
TSK-002759-2,ORD-002759,DC-16,PACK_FEED,RBT-0460,COMPLETE,COMPLETE,DC-16-Z07,DC-16-Z03,2026-08-26T12:05:00
TSK-002759-3,ORD-002759,DC-16,PACK_FEED,RBT-0529,ASSIGNED,COMPLETE,DC-16-Z06,DC-16-Z11,2026-08-26T13:30:00
TSK-002759-4,ORD-002759,DC-16,PICK,RBT-0595,ASSIGNED,ASSIGNED,DC-16-Z09,DC-16-Z02,2026-08-26T13:04:00
TSK-002760-1,ORD-002760,DC-04,MOVE,RBT-0578,COMPLETE,COMPLETE,DC-04-Z04,DC-04-Z11,2026-08-01T09:38:00
TSK-002760-2,ORD-002760,DC-04,PICK,RBT-0205,ASSIGNED,QUEUED,DC-04-Z07,DC-04-Z01,2026-08-01T09:04:00
TSK-002760-3,ORD-002760,DC-04,MOVE,RBT-0364,BLOCKED,COMPLETE,DC-04-Z05,DC-04-Z04,2026-08-01T08:48:00
TSK-002760-4,ORD-002760,DC-04,STAGE,RBT-0275,COMPLETE,EXECUTING,DC-04-Z06,DC-04-Z09,2026-08-01T08:55:00
TSK-002761-1,ORD-002761,DC-07,REPLENISH,RBT-0139,BLOCKED,EXECUTING,DC-07-Z10,DC-07-Z04,2026-09-01T02:09:00
TSK-002762-1,ORD-002762,DC-09,PACK_FEED,RBT-0082,ASSIGNED,FAILED,DC-09-Z12,DC-09-Z08,2026-08-26T23:22:00
TSK-002762-2,ORD-002762,DC-09,STAGE,RBT-0241,ASSIGNED,COMPLETE,DC-09-Z05,DC-09-Z09,2026-08-26T22:56:00
TSK-002762-3,ORD-002762,DC-09,MOVE,RBT-0260,COMPLETE,QUEUED,DC-09-Z10,DC-09-Z03,2026-08-26T23:43:00
TSK-002762-4,ORD-002762,DC-09,PICK,RBT-0125,COMPLETE,EXECUTING,DC-09-Z09,DC-09-Z03,2026-08-26T23:19:00
TSK-002763-1,ORD-002763,DC-15,PACK_FEED,RBT-0467,ASSIGNED,EXECUTING,DC-15-Z03,DC-15-Z06,2026-08-11T15:39:00
TSK-002764-1,ORD-002764,DC-17,MOVE,RBT-0040,EXECUTING,COMPLETE,DC-17-Z12,DC-17-Z02,2026-08-05T21:50:00
TSK-002764-2,ORD-002764,DC-17,PACK_FEED,RBT-0639,QUEUED,COMPLETE,DC-17-Z11,DC-17-Z09,2026-08-05T21:26:00
TSK-002764-3,ORD-002764,DC-17,STAGE,RBT-0080,COMPLETE,QUEUED,DC-17-Z08,DC-17-Z11,2026-08-05T21:01:00
TSK-002764-4,ORD-002764,DC-17,PACK_FEED,RBT-0413,ASSIGNED,FAILED,DC-17-Z10,DC-17-Z03,2026-08-05T20:10:00
TSK-002765-1,ORD-002765,DC-08,PACK_FEED,RBT-0504,ASSIGNED,EXECUTING,DC-08-Z02,DC-08-Z05,2026-08-13T03:52:00
TSK-002766-1,ORD-002766,DC-03,REPLENISH,RBT-0583,QUEUED,ASSIGNED,DC-03-Z02,DC-03-Z06,2026-08-06T10:14:00
TSK-002766-2,ORD-002766,DC-03,PICK,RBT-0444,COMPLETE,FAILED,DC-03-Z08,DC-03-Z10,2026-08-06T10:00:00
TSK-002766-3,ORD-002766,DC-03,REPLENISH,RBT-0582,BLOCKED,QUEUED,DC-03-Z05,DC-03-Z09,2026-08-06T09:36:00
TSK-002767-1,ORD-002767,DC-08,PICK,RBT-0253,COMPLETE,FAILED,DC-08-Z07,DC-08-Z04,2026-09-04T12:50:00
TSK-002767-2,ORD-002767,DC-08,PACK_FEED,RBT-0103,COMPLETE,ASSIGNED,DC-08-Z10,DC-08-Z11,2026-09-04T13:52:00
TSK-002767-3,ORD-002767,DC-08,PACK_FEED,RBT-0476,EXECUTING,COMPLETE,DC-08-Z04,DC-08-Z10,2026-09-04T13:12:00
TSK-002767-4,ORD-002767,DC-08,PACK_FEED,RBT-0364,COMPLETE,FAILED,DC-08-Z10,DC-08-Z11,2026-09-04T13:54:00
TSK-002768-1,ORD-002768,DC-08,MOVE,RBT-0539,EXECUTING,ASSIGNED,DC-08-Z12,DC-08-Z12,2026-08-13T08:56:00
TSK-002769-1,ORD-002769,DC-02,STAGE,RBT-0704,QUEUED,QUEUED,DC-02-Z06,DC-02-Z09,2026-09-04T10:11:00
TSK-002769-2,ORD-002769,DC-02,MOVE,RBT-0696,COMPLETE,COMPLETE,DC-02-Z12,DC-02-Z05,2026-09-04T09:46:00
TSK-002769-3,ORD-002769,DC-02,PACK_FEED,RBT-0708,QUEUED,COMPLETE,DC-02-Z09,DC-02-Z11,2026-09-04T09:04:00
TSK-002769-4,ORD-002769,DC-02,STAGE,RBT-0075,QUEUED,FAILED,DC-02-Z08,DC-02-Z08,2026-09-04T09:32:00
TSK-002770-1,ORD-002770,DC-15,STAGE,RBT-0286,EXECUTING,QUEUED,DC-15-Z11,DC-15-Z03,2026-08-29T13:53:00
TSK-002770-2,ORD-002770,DC-15,REPLENISH,RBT-0428,EXECUTING,ASSIGNED,DC-15-Z09,DC-15-Z04,2026-08-29T15:19:00
TSK-002771-1,ORD-002771,DC-05,STAGE,RBT-0060,COMPLETE,ASSIGNED,DC-05-Z12,DC-05-Z04,2026-08-12T11:55:00
TSK-002772-1,ORD-002772,DC-03,REPLENISH,RBT-0330,BLOCKED,COMPLETE,DC-03-Z03,DC-03-Z06,2026-09-01T22:21:00
TSK-002773-1,ORD-002773,DC-10,REPLENISH,RBT-0101,QUEUED,FAILED,DC-10-Z07,DC-10-Z10,2026-09-05T04:09:00
TSK-002773-2,ORD-002773,DC-10,PACK_FEED,RBT-0141,QUEUED,QUEUED,DC-10-Z03,DC-10-Z10,2026-09-05T04:09:00
TSK-002773-3,ORD-002773,DC-10,STAGE,RBT-0336,BLOCKED,ASSIGNED,DC-10-Z09,DC-10-Z04,2026-09-05T02:50:00
TSK-002774-1,ORD-002774,DC-12,PICK,RBT-0514,EXECUTING,COMPLETE,DC-12-Z01,DC-12-Z02,2026-08-08T14:36:00
TSK-002774-2,ORD-002774,DC-12,STAGE,RBT-0683,EXECUTING,ASSIGNED,DC-12-Z01,DC-12-Z10,2026-08-08T14:25:00
TSK-002774-3,ORD-002774,DC-12,PICK,RBT-0555,EXECUTING,COMPLETE,DC-12-Z08,DC-12-Z02,2026-08-08T15:19:00
TSK-002775-1,ORD-002775,DC-05,MOVE,RBT-0438,EXECUTING,COMPLETE,DC-05-Z08,DC-05-Z03,2026-08-15T15:26:00
TSK-002776-1,ORD-002776,DC-05,PACK_FEED,RBT-0385,ASSIGNED,FAILED,DC-05-Z04,DC-05-Z11,2026-09-04T13:21:00
TSK-002776-2,ORD-002776,DC-05,STAGE,RBT-0706,QUEUED,EXECUTING,DC-05-Z09,DC-05-Z07,2026-09-04T13:51:00
TSK-002777-1,ORD-002777,DC-08,STAGE,RBT-0438,EXECUTING,COMPLETE,DC-08-Z01,DC-08-Z03,2026-09-04T15:27:00
TSK-002778-1,ORD-002778,DC-14,STAGE,RBT-0270,ASSIGNED,EXECUTING,DC-14-Z12,DC-14-Z02,2026-08-28T21:17:00
TSK-002778-2,ORD-002778,DC-14,PICK,RBT-0617,QUEUED,QUEUED,DC-14-Z04,DC-14-Z10,2026-08-28T21:28:00
TSK-002778-3,ORD-002778,DC-14,PACK_FEED,RBT-0037,EXECUTING,COMPLETE,DC-14-Z06,DC-14-Z12,2026-08-28T23:02:00
TSK-002779-1,ORD-002779,DC-05,PICK,RBT-0581,QUEUED,QUEUED,DC-05-Z06,DC-05-Z07,2026-08-10T06:52:00
TSK-002779-2,ORD-002779,DC-05,PACK_FEED,RBT-0555,COMPLETE,QUEUED,DC-05-Z03,DC-05-Z12,2026-08-10T06:45:00
TSK-002779-3,ORD-002779,DC-05,STAGE,RBT-0103,BLOCKED,FAILED,DC-05-Z02,DC-05-Z02,2026-08-10T05:34:00
TSK-002780-1,ORD-002780,DC-18,STAGE,RBT-0010,EXECUTING,COMPLETE,DC-18-Z09,DC-18-Z02,2026-08-24T01:36:00
TSK-002781-1,ORD-002781,DC-13,STAGE,RBT-0582,COMPLETE,FAILED,DC-13-Z01,DC-13-Z06,2026-09-01T00:40:00
TSK-002781-2,ORD-002781,DC-13,REPLENISH,RBT-0165,EXECUTING,EXECUTING,DC-13-Z03,DC-13-Z03,2026-08-31T23:36:00
TSK-002781-3,ORD-002781,DC-13,STAGE,RBT-0572,EXECUTING,FAILED,DC-13-Z08,DC-13-Z02,2026-09-01T01:25:00
TSK-002782-1,ORD-002782,DC-01,MOVE,RBT-0222,ASSIGNED,QUEUED,DC-01-Z06,DC-01-Z02,2026-08-08T00:41:00
TSK-002782-2,ORD-002782,DC-01,STAGE,RBT-0169,BLOCKED,FAILED,DC-01-Z01,DC-01-Z05,2026-08-08T00:14:00
TSK-002783-1,ORD-002783,DC-08,PICK,RBT-0662,ASSIGNED,EXECUTING,DC-08-Z11,DC-08-Z05,2026-08-30T02:56:00
TSK-002783-2,ORD-002783,DC-08,MOVE,RBT-0116,QUEUED,ASSIGNED,DC-08-Z03,DC-08-Z06,2026-08-30T01:49:00
TSK-002784-1,ORD-002784,DC-10,MOVE,RBT-0593,COMPLETE,FAILED,DC-10-Z01,DC-10-Z10,2026-08-04T13:59:00
TSK-002785-1,ORD-002785,DC-03,PACK_FEED,RBT-0408,COMPLETE,ASSIGNED,DC-03-Z07,DC-03-Z10,2026-09-01T18:28:00
TSK-002785-2,ORD-002785,DC-03,MOVE,RBT-0326,ASSIGNED,QUEUED,DC-03-Z05,DC-03-Z02,2026-09-01T17:50:00
TSK-002785-3,ORD-002785,DC-03,PACK_FEED,RBT-0173,BLOCKED,EXECUTING,DC-03-Z08,DC-03-Z11,2026-09-01T17:59:00
TSK-002785-4,ORD-002785,DC-03,PACK_FEED,RBT-0257,EXECUTING,COMPLETE,DC-03-Z01,DC-03-Z04,2026-09-01T17:11:00
TSK-002786-1,ORD-002786,DC-12,PICK,RBT-0576,QUEUED,COMPLETE,DC-12-Z07,DC-12-Z11,2026-08-04T21:45:00
TSK-002786-2,ORD-002786,DC-12,PICK,RBT-0238,COMPLETE,COMPLETE,DC-12-Z12,DC-12-Z04,2026-08-04T21:13:00
TSK-002787-1,ORD-002787,DC-05,REPLENISH,RBT-0095,COMPLETE,QUEUED,DC-05-Z07,DC-05-Z01,2026-08-28T01:59:00
TSK-002787-2,ORD-002787,DC-05,STAGE,RBT-0586,BLOCKED,EXECUTING,DC-05-Z07,DC-05-Z05,2026-08-28T01:32:00
TSK-002787-3,ORD-002787,DC-05,REPLENISH,RBT-0311,QUEUED,EXECUTING,DC-05-Z03,DC-05-Z08,2026-08-28T01:43:00
TSK-002787-4,ORD-002787,DC-05,REPLENISH,RBT-0516,COMPLETE,QUEUED,DC-05-Z01,DC-05-Z02,2026-08-28T01:22:00
TSK-002788-1,ORD-002788,DC-11,REPLENISH,RBT-0072,BLOCKED,EXECUTING,DC-11-Z09,DC-11-Z08,2026-08-28T09:03:00
TSK-002788-2,ORD-002788,DC-11,MOVE,RBT-0587,COMPLETE,COMPLETE,DC-11-Z03,DC-11-Z10,2026-08-28T08:18:00
TSK-002788-3,ORD-002788,DC-11,STAGE,RBT-0161,EXECUTING,EXECUTING,DC-11-Z12,DC-11-Z03,2026-08-28T07:52:00
TSK-002789-1,ORD-002789,DC-16,PICK,RBT-0325,BLOCKED,QUEUED,DC-16-Z04,DC-16-Z02,2026-08-31T09:28:00
TSK-002790-1,ORD-002790,DC-02,STAGE,RBT-0387,EXECUTING,ASSIGNED,DC-02-Z04,DC-02-Z01,2026-09-02T01:19:00
TSK-002790-2,ORD-002790,DC-02,REPLENISH,RBT-0652,BLOCKED,COMPLETE,DC-02-Z08,DC-02-Z02,2026-09-02T01:25:00
TSK-002791-1,ORD-002791,DC-05,PICK,RBT-0379,COMPLETE,FAILED,DC-05-Z12,DC-05-Z05,2026-08-03T14:43:00
TSK-002791-2,ORD-002791,DC-05,REPLENISH,RBT-0619,EXECUTING,FAILED,DC-05-Z08,DC-05-Z06,2026-08-03T13:40:00
TSK-002791-3,ORD-002791,DC-05,PACK_FEED,RBT-0706,QUEUED,COMPLETE,DC-05-Z10,DC-05-Z10,2026-08-03T13:49:00
TSK-002791-4,ORD-002791,DC-05,MOVE,RBT-0643,QUEUED,QUEUED,DC-05-Z11,DC-05-Z01,2026-08-03T14:28:00
