warehouse_id,event_id,event_time,event_type,zone,severity,resolved,source
DC-10,SAFE-DC-10-064,2026-08-19T13:46:00,MANUAL_OVERRIDE,DC-10-Z12,HIGH,Y,VISION
DC-11,SAFE-DC-11-000,2026-08-12T00:59:00,NEAR_MISS,DC-11-Z07,CRITICAL,Y,SAFETY_PLC
DC-11,SAFE-DC-11-001,2026-08-16T21:00:00,SCANNER_FAULT,DC-11-Z09,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-002,2026-08-27T18:15:00,ZONE_BREACH,DC-11-Z10,MEDIUM,Y,SAFETY_PLC
DC-11,SAFE-DC-11-003,2026-08-26T16:48:00,MANUAL_OVERRIDE,DC-11-Z11,HIGH,Y,VISION
DC-11,SAFE-DC-11-004,2026-08-04T21:14:00,MANUAL_OVERRIDE,DC-11-Z11,LOW,N,VISION
DC-11,SAFE-DC-11-005,2026-08-03T20:59:00,E_STOP,DC-11-Z05,LOW,Y,FLEET
DC-11,SAFE-DC-11-006,2026-08-09T01:02:00,SPEED_REDUCTION,DC-11-Z02,LOW,Y,SAFETY_PLC
DC-11,SAFE-DC-11-007,2026-08-17T17:30:00,NEAR_MISS,DC-11-Z07,LOW,Y,SAFETY_PLC
DC-11,SAFE-DC-11-008,2026-08-22T06:48:00,MANUAL_OVERRIDE,DC-11-Z05,CRITICAL,N,OPERATOR
DC-11,SAFE-DC-11-009,2026-09-02T16:27:00,SCANNER_FAULT,DC-11-Z12,CRITICAL,Y,FLEET
DC-11,SAFE-DC-11-010,2026-08-09T09:40:00,SPEED_REDUCTION,DC-11-Z09,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-011,2026-08-19T17:38:00,SCANNER_FAULT,DC-11-Z09,MEDIUM,N,OPERATOR
DC-11,SAFE-DC-11-012,2026-08-16T12:05:00,NEAR_MISS,DC-11-Z09,HIGH,Y,VISION
DC-11,SAFE-DC-11-013,2026-08-06T02:21:00,ZONE_BREACH,DC-11-Z06,LOW,N,FLEET
DC-11,SAFE-DC-11-014,2026-08-18T07:43:00,SCANNER_FAULT,DC-11-Z01,LOW,Y,OPERATOR
DC-11,SAFE-DC-11-015,2026-08-08T06:11:00,MANUAL_OVERRIDE,DC-11-Z04,CRITICAL,Y,VISION
DC-11,SAFE-DC-11-016,2026-08-23T19:28:00,SCANNER_FAULT,DC-11-Z03,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-017,2026-09-01T04:50:00,MANUAL_OVERRIDE,DC-11-Z05,LOW,Y,FLEET
DC-11,SAFE-DC-11-018,2026-09-01T21:13:00,MANUAL_OVERRIDE,DC-11-Z10,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-019,2026-08-08T03:05:00,SPEED_REDUCTION,DC-11-Z11,CRITICAL,Y,FLEET
DC-11,SAFE-DC-11-020,2026-08-23T09:33:00,SCANNER_FAULT,DC-11-Z12,MEDIUM,Y,SAFETY_PLC
DC-11,SAFE-DC-11-021,2026-08-19T11:51:00,MANUAL_OVERRIDE,DC-11-Z11,HIGH,N,VISION
DC-11,SAFE-DC-11-022,2026-08-25T01:16:00,MANUAL_OVERRIDE,DC-11-Z09,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-023,2026-08-10T23:19:00,MANUAL_OVERRIDE,DC-11-Z09,HIGH,Y,SAFETY_PLC
DC-11,SAFE-DC-11-024,2026-08-04T13:15:00,MANUAL_OVERRIDE,DC-11-Z02,HIGH,Y,SAFETY_PLC
DC-11,SAFE-DC-11-025,2026-09-03T20:25:00,SCANNER_FAULT,DC-11-Z06,LOW,Y,VISION
DC-11,SAFE-DC-11-026,2026-08-22T16:42:00,E_STOP,DC-11-Z08,HIGH,Y,FLEET
DC-11,SAFE-DC-11-027,2026-08-30T15:49:00,E_STOP,DC-11-Z01,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-028,2026-08-19T04:48:00,SCANNER_FAULT,DC-11-Z09,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-029,2026-08-05T06:09:00,NEAR_MISS,DC-11-Z02,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-030,2026-08-14T02:28:00,E_STOP,DC-11-Z11,CRITICAL,Y,VISION
DC-11,SAFE-DC-11-031,2026-08-22T13:52:00,ZONE_BREACH,DC-11-Z05,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-032,2026-08-28T01:23:00,SCANNER_FAULT,DC-11-Z06,HIGH,Y,FLEET
DC-11,SAFE-DC-11-033,2026-08-08T18:11:00,MANUAL_OVERRIDE,DC-11-Z10,LOW,Y,SAFETY_PLC
DC-11,SAFE-DC-11-034,2026-08-05T02:14:00,ZONE_BREACH,DC-11-Z12,HIGH,N,VISION
DC-11,SAFE-DC-11-035,2026-08-15T05:48:00,SPEED_REDUCTION,DC-11-Z10,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-036,2026-08-24T20:13:00,ZONE_BREACH,DC-11-Z11,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-037,2026-08-18T07:48:00,ZONE_BREACH,DC-11-Z04,HIGH,N,SAFETY_PLC
DC-11,SAFE-DC-11-038,2026-08-03T02:37:00,SPEED_REDUCTION,DC-11-Z11,MEDIUM,N,FLEET
DC-11,SAFE-DC-11-039,2026-08-28T12:23:00,E_STOP,DC-11-Z02,LOW,Y,OPERATOR
DC-11,SAFE-DC-11-040,2026-08-06T14:16:00,SCANNER_FAULT,DC-11-Z12,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-041,2026-08-14T11:01:00,SPEED_REDUCTION,DC-11-Z05,MEDIUM,N,SAFETY_PLC
DC-11,SAFE-DC-11-042,2026-08-07T03:47:00,ZONE_BREACH,DC-11-Z03,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-043,2026-08-26T08:33:00,E_STOP,DC-11-Z09,LOW,Y,FLEET
DC-11,SAFE-DC-11-044,2026-09-01T09:39:00,ZONE_BREACH,DC-11-Z03,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-045,2026-08-28T19:23:00,NEAR_MISS,DC-11-Z06,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-046,2026-08-17T21:08:00,SPEED_REDUCTION,DC-11-Z04,MEDIUM,Y,VISION
DC-11,SAFE-DC-11-047,2026-08-13T19:37:00,ZONE_BREACH,DC-11-Z08,LOW,Y,OPERATOR
DC-11,SAFE-DC-11-048,2026-08-05T06:07:00,E_STOP,DC-11-Z01,HIGH,Y,FLEET
DC-11,SAFE-DC-11-049,2026-08-02T21:26:00,SPEED_REDUCTION,DC-11-Z12,HIGH,Y,OPERATOR
DC-11,SAFE-DC-11-050,2026-08-18T01:59:00,SPEED_REDUCTION,DC-11-Z09,HIGH,Y,FLEET
DC-11,SAFE-DC-11-051,2026-08-15T05:11:00,E_STOP,DC-11-Z08,LOW,Y,VISION
DC-11,SAFE-DC-11-052,2026-08-18T02:39:00,ZONE_BREACH,DC-11-Z05,LOW,N,VISION
DC-11,SAFE-DC-11-053,2026-08-25T09:25:00,NEAR_MISS,DC-11-Z11,CRITICAL,N,FLEET
DC-11,SAFE-DC-11-054,2026-08-13T16:52:00,ZONE_BREACH,DC-11-Z12,CRITICAL,Y,OPERATOR
DC-11,SAFE-DC-11-055,2026-08-24T10:52:00,ZONE_BREACH,DC-11-Z04,MEDIUM,N,VISION
DC-11,SAFE-DC-11-056,2026-08-26T02:24:00,SCANNER_FAULT,DC-11-Z02,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-057,2026-08-17T10:13:00,NEAR_MISS,DC-11-Z06,MEDIUM,Y,OPERATOR
DC-11,SAFE-DC-11-058,2026-08-15T19:04:00,E_STOP,DC-11-Z08,CRITICAL,Y,FLEET
DC-11,SAFE-DC-11-059,2026-08-26T00:38:00,SPEED_REDUCTION,DC-11-Z01,HIGH,Y,VISION
DC-11,SAFE-DC-11-060,2026-08-18T16:18:00,SCANNER_FAULT,DC-11-Z07,CRITICAL,Y,FLEET
DC-11,SAFE-DC-11-061,2026-08-28T22:22:00,MANUAL_OVERRIDE,DC-11-Z03,MEDIUM,Y,FLEET
DC-11,SAFE-DC-11-062,2026-08-04T21:37:00,ZONE_BREACH,DC-11-Z02,CRITICAL,N,VISION
DC-11,SAFE-DC-11-063,2026-08-25T06:48:00,SPEED_REDUCTION,DC-11-Z02,CRITICAL,Y,OPERATOR
DC-11,SAFE-DC-11-064,2026-08-16T20:19:00,ZONE_BREACH,DC-11-Z07,LOW,Y,OPERATOR
DC-12,SAFE-DC-12-000,2026-08-22T05:17:00,ZONE_BREACH,DC-12-Z06,LOW,Y,OPERATOR
DC-12,SAFE-DC-12-001,2026-08-01T10:02:00,SCANNER_FAULT,DC-12-Z12,HIGH,Y,VISION
DC-12,SAFE-DC-12-002,2026-08-02T18:52:00,SCANNER_FAULT,DC-12-Z10,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-003,2026-08-31T12:25:00,SPEED_REDUCTION,DC-12-Z01,HIGH,Y,FLEET
DC-12,SAFE-DC-12-004,2026-08-13T21:24:00,NEAR_MISS,DC-12-Z05,MEDIUM,Y,SAFETY_PLC
DC-12,SAFE-DC-12-005,2026-08-24T12:43:00,SPEED_REDUCTION,DC-12-Z09,HIGH,Y,FLEET
DC-12,SAFE-DC-12-006,2026-08-08T05:03:00,NEAR_MISS,DC-12-Z06,MEDIUM,N,VISION
DC-12,SAFE-DC-12-007,2026-08-02T16:50:00,ZONE_BREACH,DC-12-Z11,CRITICAL,Y,OPERATOR
DC-12,SAFE-DC-12-008,2026-08-06T23:39:00,NEAR_MISS,DC-12-Z10,CRITICAL,Y,FLEET
DC-12,SAFE-DC-12-009,2026-08-08T20:28:00,ZONE_BREACH,DC-12-Z11,MEDIUM,Y,VISION
DC-12,SAFE-DC-12-010,2026-08-27T15:48:00,SPEED_REDUCTION,DC-12-Z09,HIGH,Y,SAFETY_PLC
DC-12,SAFE-DC-12-011,2026-08-14T18:15:00,E_STOP,DC-12-Z07,HIGH,Y,SAFETY_PLC
DC-12,SAFE-DC-12-012,2026-08-29T22:00:00,NEAR_MISS,DC-12-Z12,LOW,Y,VISION
DC-12,SAFE-DC-12-013,2026-08-13T04:05:00,MANUAL_OVERRIDE,DC-12-Z11,CRITICAL,Y,SAFETY_PLC
DC-12,SAFE-DC-12-014,2026-09-02T08:03:00,MANUAL_OVERRIDE,DC-12-Z02,MEDIUM,Y,FLEET
DC-12,SAFE-DC-12-015,2026-08-23T00:33:00,SPEED_REDUCTION,DC-12-Z10,HIGH,Y,FLEET
DC-12,SAFE-DC-12-016,2026-08-28T01:20:00,ZONE_BREACH,DC-12-Z06,CRITICAL,Y,SAFETY_PLC
DC-12,SAFE-DC-12-017,2026-08-29T17:54:00,ZONE_BREACH,DC-12-Z03,LOW,Y,SAFETY_PLC
DC-12,SAFE-DC-12-018,2026-08-21T00:39:00,MANUAL_OVERRIDE,DC-12-Z11,HIGH,Y,FLEET
DC-12,SAFE-DC-12-019,2026-08-15T13:15:00,MANUAL_OVERRIDE,DC-12-Z08,CRITICAL,Y,OPERATOR
DC-12,SAFE-DC-12-020,2026-08-30T15:23:00,MANUAL_OVERRIDE,DC-12-Z06,CRITICAL,Y,OPERATOR
DC-12,SAFE-DC-12-021,2026-08-13T17:45:00,SPEED_REDUCTION,DC-12-Z08,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-022,2026-08-13T16:56:00,SPEED_REDUCTION,DC-12-Z12,MEDIUM,Y,VISION
DC-12,SAFE-DC-12-023,2026-09-03T21:32:00,MANUAL_OVERRIDE,DC-12-Z05,LOW,Y,VISION
DC-12,SAFE-DC-12-024,2026-08-11T04:58:00,SPEED_REDUCTION,DC-12-Z07,HIGH,N,VISION
DC-12,SAFE-DC-12-025,2026-08-27T01:21:00,E_STOP,DC-12-Z03,HIGH,Y,VISION
DC-12,SAFE-DC-12-026,2026-09-03T00:01:00,SPEED_REDUCTION,DC-12-Z11,LOW,Y,FLEET
DC-12,SAFE-DC-12-027,2026-08-31T01:25:00,MANUAL_OVERRIDE,DC-12-Z04,HIGH,Y,FLEET
DC-12,SAFE-DC-12-028,2026-08-24T02:13:00,SPEED_REDUCTION,DC-12-Z12,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-029,2026-08-22T04:26:00,E_STOP,DC-12-Z09,LOW,Y,FLEET
DC-12,SAFE-DC-12-030,2026-08-14T11:39:00,SPEED_REDUCTION,DC-12-Z03,LOW,Y,FLEET
DC-12,SAFE-DC-12-031,2026-08-21T18:38:00,SPEED_REDUCTION,DC-12-Z05,MEDIUM,N,VISION
DC-12,SAFE-DC-12-032,2026-08-02T12:03:00,ZONE_BREACH,DC-12-Z08,CRITICAL,N,SAFETY_PLC
DC-12,SAFE-DC-12-033,2026-08-22T09:43:00,NEAR_MISS,DC-12-Z02,MEDIUM,Y,SAFETY_PLC
DC-12,SAFE-DC-12-034,2026-08-24T15:25:00,E_STOP,DC-12-Z04,MEDIUM,N,SAFETY_PLC
DC-12,SAFE-DC-12-035,2026-09-03T20:01:00,E_STOP,DC-12-Z09,HIGH,Y,FLEET
DC-12,SAFE-DC-12-036,2026-08-09T01:45:00,SPEED_REDUCTION,DC-12-Z06,CRITICAL,Y,OPERATOR
DC-12,SAFE-DC-12-037,2026-08-15T07:06:00,MANUAL_OVERRIDE,DC-12-Z12,MEDIUM,Y,SAFETY_PLC
DC-12,SAFE-DC-12-038,2026-08-10T02:30:00,SCANNER_FAULT,DC-12-Z08,CRITICAL,N,FLEET
DC-12,SAFE-DC-12-039,2026-08-17T22:28:00,E_STOP,DC-12-Z06,CRITICAL,Y,SAFETY_PLC
DC-12,SAFE-DC-12-040,2026-08-11T20:37:00,MANUAL_OVERRIDE,DC-12-Z08,LOW,Y,OPERATOR
DC-12,SAFE-DC-12-041,2026-08-27T08:52:00,MANUAL_OVERRIDE,DC-12-Z10,CRITICAL,Y,SAFETY_PLC
DC-12,SAFE-DC-12-042,2026-08-21T12:21:00,ZONE_BREACH,DC-12-Z06,MEDIUM,Y,VISION
DC-12,SAFE-DC-12-043,2026-08-11T10:16:00,SCANNER_FAULT,DC-12-Z06,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-044,2026-08-25T10:36:00,MANUAL_OVERRIDE,DC-12-Z09,CRITICAL,Y,FLEET
DC-12,SAFE-DC-12-045,2026-09-01T19:27:00,SCANNER_FAULT,DC-12-Z07,CRITICAL,Y,VISION
DC-12,SAFE-DC-12-046,2026-08-10T21:26:00,ZONE_BREACH,DC-12-Z06,MEDIUM,N,SAFETY_PLC
DC-12,SAFE-DC-12-047,2026-08-31T18:12:00,ZONE_BREACH,DC-12-Z07,MEDIUM,Y,SAFETY_PLC
DC-12,SAFE-DC-12-048,2026-08-16T15:04:00,SCANNER_FAULT,DC-12-Z06,CRITICAL,Y,OPERATOR
DC-12,SAFE-DC-12-049,2026-08-09T17:03:00,SPEED_REDUCTION,DC-12-Z07,CRITICAL,Y,VISION
DC-12,SAFE-DC-12-050,2026-08-12T00:51:00,ZONE_BREACH,DC-12-Z07,HIGH,N,SAFETY_PLC
DC-12,SAFE-DC-12-051,2026-09-03T00:23:00,ZONE_BREACH,DC-12-Z02,LOW,Y,FLEET
DC-12,SAFE-DC-12-052,2026-08-12T22:33:00,NEAR_MISS,DC-12-Z04,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-053,2026-08-18T09:27:00,NEAR_MISS,DC-12-Z06,LOW,Y,SAFETY_PLC
DC-12,SAFE-DC-12-054,2026-08-24T06:32:00,SPEED_REDUCTION,DC-12-Z01,HIGH,Y,OPERATOR
DC-12,SAFE-DC-12-055,2026-08-19T03:42:00,SPEED_REDUCTION,DC-12-Z07,MEDIUM,Y,FLEET
DC-12,SAFE-DC-12-056,2026-08-17T23:39:00,SPEED_REDUCTION,DC-12-Z07,MEDIUM,Y,FLEET
DC-12,SAFE-DC-12-057,2026-08-16T02:47:00,ZONE_BREACH,DC-12-Z01,MEDIUM,Y,SAFETY_PLC
DC-12,SAFE-DC-12-058,2026-08-16T23:11:00,E_STOP,DC-12-Z02,HIGH,Y,SAFETY_PLC
DC-12,SAFE-DC-12-059,2026-08-07T00:19:00,SPEED_REDUCTION,DC-12-Z08,CRITICAL,Y,FLEET
DC-12,SAFE-DC-12-060,2026-08-23T03:41:00,E_STOP,DC-12-Z06,LOW,N,OPERATOR
DC-12,SAFE-DC-12-061,2026-08-31T22:49:00,SPEED_REDUCTION,DC-12-Z01,LOW,Y,VISION
DC-12,SAFE-DC-12-062,2026-08-17T00:27:00,E_STOP,DC-12-Z09,HIGH,N,SAFETY_PLC
DC-12,SAFE-DC-12-063,2026-08-24T08:53:00,SCANNER_FAULT,DC-12-Z02,LOW,N,SAFETY_PLC
DC-12,SAFE-DC-12-064,2026-08-23T21:10:00,ZONE_BREACH,DC-12-Z01,MEDIUM,Y,OPERATOR
DC-13,SAFE-DC-13-000,2026-08-14T10:34:00,ZONE_BREACH,DC-13-Z06,LOW,Y,FLEET
DC-13,SAFE-DC-13-001,2026-08-27T21:49:00,SCANNER_FAULT,DC-13-Z07,LOW,Y,FLEET
DC-13,SAFE-DC-13-002,2026-08-13T06:07:00,SPEED_REDUCTION,DC-13-Z07,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-003,2026-08-23T12:05:00,NEAR_MISS,DC-13-Z09,MEDIUM,Y,SAFETY_PLC
DC-13,SAFE-DC-13-004,2026-08-23T13:20:00,SPEED_REDUCTION,DC-13-Z05,CRITICAL,Y,FLEET
DC-13,SAFE-DC-13-005,2026-08-17T00:51:00,SPEED_REDUCTION,DC-13-Z03,LOW,Y,SAFETY_PLC
DC-13,SAFE-DC-13-006,2026-09-04T16:10:00,ZONE_BREACH,DC-13-Z09,LOW,Y,VISION
DC-13,SAFE-DC-13-007,2026-08-09T19:49:00,E_STOP,DC-13-Z07,HIGH,N,OPERATOR
DC-13,SAFE-DC-13-008,2026-08-11T09:01:00,MANUAL_OVERRIDE,DC-13-Z03,HIGH,N,OPERATOR
DC-13,SAFE-DC-13-009,2026-08-27T05:36:00,NEAR_MISS,DC-13-Z08,LOW,Y,FLEET
DC-13,SAFE-DC-13-010,2026-08-27T17:45:00,SCANNER_FAULT,DC-13-Z08,CRITICAL,Y,VISION
DC-13,SAFE-DC-13-011,2026-09-02T12:31:00,SCANNER_FAULT,DC-13-Z02,MEDIUM,Y,VISION
DC-13,SAFE-DC-13-012,2026-09-05T04:16:00,NEAR_MISS,DC-13-Z04,HIGH,Y,SAFETY_PLC
DC-13,SAFE-DC-13-013,2026-08-31T13:56:00,SPEED_REDUCTION,DC-13-Z05,CRITICAL,Y,OPERATOR
DC-13,SAFE-DC-13-014,2026-09-01T18:19:00,SCANNER_FAULT,DC-13-Z05,LOW,Y,SAFETY_PLC
DC-13,SAFE-DC-13-015,2026-08-13T02:14:00,NEAR_MISS,DC-13-Z12,CRITICAL,Y,OPERATOR
DC-13,SAFE-DC-13-016,2026-08-17T22:19:00,MANUAL_OVERRIDE,DC-13-Z03,LOW,Y,OPERATOR
DC-13,SAFE-DC-13-017,2026-08-27T16:38:00,SCANNER_FAULT,DC-13-Z06,LOW,Y,FLEET
DC-13,SAFE-DC-13-018,2026-08-01T06:41:00,MANUAL_OVERRIDE,DC-13-Z01,HIGH,Y,FLEET
DC-13,SAFE-DC-13-019,2026-09-01T04:26:00,SPEED_REDUCTION,DC-13-Z04,LOW,Y,VISION
DC-13,SAFE-DC-13-020,2026-08-08T18:13:00,E_STOP,DC-13-Z09,MEDIUM,Y,SAFETY_PLC
DC-13,SAFE-DC-13-021,2026-09-04T16:58:00,SPEED_REDUCTION,DC-13-Z03,HIGH,N,FLEET
DC-13,SAFE-DC-13-022,2026-08-15T02:25:00,MANUAL_OVERRIDE,DC-13-Z01,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-023,2026-08-16T11:30:00,E_STOP,DC-13-Z02,MEDIUM,Y,FLEET
DC-13,SAFE-DC-13-024,2026-08-28T20:16:00,ZONE_BREACH,DC-13-Z02,LOW,N,FLEET
DC-13,SAFE-DC-13-025,2026-08-02T20:50:00,SPEED_REDUCTION,DC-13-Z02,HIGH,N,VISION
DC-13,SAFE-DC-13-026,2026-08-11T06:11:00,MANUAL_OVERRIDE,DC-13-Z07,CRITICAL,Y,OPERATOR
DC-13,SAFE-DC-13-027,2026-08-01T20:28:00,ZONE_BREACH,DC-13-Z01,LOW,N,OPERATOR
DC-13,SAFE-DC-13-028,2026-08-16T06:08:00,E_STOP,DC-13-Z03,HIGH,Y,SAFETY_PLC
DC-13,SAFE-DC-13-029,2026-08-03T16:52:00,SPEED_REDUCTION,DC-13-Z11,LOW,Y,VISION
DC-13,SAFE-DC-13-030,2026-09-03T15:05:00,ZONE_BREACH,DC-13-Z11,MEDIUM,Y,OPERATOR
DC-13,SAFE-DC-13-031,2026-08-01T12:00:00,SCANNER_FAULT,DC-13-Z05,LOW,Y,VISION
DC-13,SAFE-DC-13-032,2026-08-25T01:02:00,E_STOP,DC-13-Z09,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-033,2026-08-13T10:34:00,NEAR_MISS,DC-13-Z01,HIGH,Y,VISION
DC-13,SAFE-DC-13-034,2026-08-12T23:33:00,ZONE_BREACH,DC-13-Z05,LOW,N,OPERATOR
DC-13,SAFE-DC-13-035,2026-08-10T18:25:00,ZONE_BREACH,DC-13-Z12,MEDIUM,Y,VISION
DC-13,SAFE-DC-13-036,2026-08-01T16:43:00,SCANNER_FAULT,DC-13-Z08,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-037,2026-08-26T12:07:00,MANUAL_OVERRIDE,DC-13-Z05,MEDIUM,N,VISION
DC-13,SAFE-DC-13-038,2026-09-01T09:30:00,SPEED_REDUCTION,DC-13-Z11,LOW,Y,SAFETY_PLC
DC-13,SAFE-DC-13-039,2026-08-02T04:11:00,E_STOP,DC-13-Z08,MEDIUM,Y,VISION
DC-13,SAFE-DC-13-040,2026-08-06T23:13:00,SCANNER_FAULT,DC-13-Z09,LOW,Y,SAFETY_PLC
DC-13,SAFE-DC-13-041,2026-08-10T14:23:00,ZONE_BREACH,DC-13-Z07,LOW,N,OPERATOR
DC-13,SAFE-DC-13-042,2026-08-06T17:25:00,NEAR_MISS,DC-13-Z04,CRITICAL,N,OPERATOR
DC-13,SAFE-DC-13-043,2026-08-08T17:34:00,ZONE_BREACH,DC-13-Z06,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-044,2026-09-03T18:49:00,SCANNER_FAULT,DC-13-Z11,MEDIUM,Y,VISION
DC-13,SAFE-DC-13-045,2026-08-04T21:53:00,NEAR_MISS,DC-13-Z05,LOW,Y,VISION
DC-13,SAFE-DC-13-046,2026-08-26T04:48:00,SPEED_REDUCTION,DC-13-Z03,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-047,2026-09-02T10:53:00,SPEED_REDUCTION,DC-13-Z03,HIGH,Y,VISION
DC-13,SAFE-DC-13-048,2026-08-29T14:57:00,MANUAL_OVERRIDE,DC-13-Z02,LOW,Y,OPERATOR
DC-13,SAFE-DC-13-049,2026-08-14T23:18:00,NEAR_MISS,DC-13-Z05,CRITICAL,Y,FLEET
DC-13,SAFE-DC-13-050,2026-08-14T05:22:00,SPEED_REDUCTION,DC-13-Z12,CRITICAL,Y,FLEET
DC-13,SAFE-DC-13-051,2026-08-28T19:55:00,MANUAL_OVERRIDE,DC-13-Z01,MEDIUM,Y,OPERATOR
DC-13,SAFE-DC-13-052,2026-08-24T18:59:00,MANUAL_OVERRIDE,DC-13-Z03,CRITICAL,Y,FLEET
DC-13,SAFE-DC-13-053,2026-09-02T16:15:00,SPEED_REDUCTION,DC-13-Z12,MEDIUM,Y,VISION
DC-13,SAFE-DC-13-054,2026-08-23T19:12:00,ZONE_BREACH,DC-13-Z03,CRITICAL,Y,VISION
DC-13,SAFE-DC-13-055,2026-08-25T13:41:00,NEAR_MISS,DC-13-Z07,HIGH,N,VISION
DC-13,SAFE-DC-13-056,2026-08-01T19:15:00,ZONE_BREACH,DC-13-Z10,MEDIUM,Y,SAFETY_PLC
DC-13,SAFE-DC-13-057,2026-09-03T04:02:00,MANUAL_OVERRIDE,DC-13-Z12,CRITICAL,Y,SAFETY_PLC
DC-13,SAFE-DC-13-058,2026-08-19T15:32:00,NEAR_MISS,DC-13-Z05,HIGH,Y,OPERATOR
DC-13,SAFE-DC-13-059,2026-08-17T01:29:00,SPEED_REDUCTION,DC-13-Z11,LOW,Y,VISION
DC-13,SAFE-DC-13-060,2026-08-08T11:18:00,MANUAL_OVERRIDE,DC-13-Z06,MEDIUM,Y,SAFETY_PLC
DC-13,SAFE-DC-13-061,2026-08-06T17:47:00,SCANNER_FAULT,DC-13-Z04,HIGH,Y,FLEET
DC-13,SAFE-DC-13-062,2026-08-02T08:33:00,ZONE_BREACH,DC-13-Z04,MEDIUM,Y,SAFETY_PLC
DC-13,SAFE-DC-13-063,2026-08-17T23:20:00,SCANNER_FAULT,DC-13-Z11,LOW,Y,FLEET
DC-13,SAFE-DC-13-064,2026-09-02T18:31:00,SPEED_REDUCTION,DC-13-Z07,HIGH,Y,SAFETY_PLC
DC-14,SAFE-DC-14-000,2026-08-23T05:15:00,SCANNER_FAULT,DC-14-Z07,MEDIUM,N,SAFETY_PLC
DC-14,SAFE-DC-14-001,2026-08-14T00:47:00,ZONE_BREACH,DC-14-Z05,HIGH,Y,FLEET
DC-14,SAFE-DC-14-002,2026-08-19T03:11:00,SPEED_REDUCTION,DC-14-Z09,CRITICAL,Y,SAFETY_PLC
DC-14,SAFE-DC-14-003,2026-08-07T16:53:00,MANUAL_OVERRIDE,DC-14-Z12,MEDIUM,Y,FLEET
DC-14,SAFE-DC-14-004,2026-08-07T11:30:00,SCANNER_FAULT,DC-14-Z02,HIGH,Y,OPERATOR
DC-14,SAFE-DC-14-005,2026-08-04T07:02:00,SCANNER_FAULT,DC-14-Z09,MEDIUM,Y,OPERATOR
DC-14,SAFE-DC-14-006,2026-08-15T14:51:00,MANUAL_OVERRIDE,DC-14-Z06,CRITICAL,Y,FLEET
DC-14,SAFE-DC-14-007,2026-09-05T00:44:00,SPEED_REDUCTION,DC-14-Z08,HIGH,Y,SAFETY_PLC
DC-14,SAFE-DC-14-008,2026-08-28T23:03:00,ZONE_BREACH,DC-14-Z07,CRITICAL,Y,VISION
DC-14,SAFE-DC-14-009,2026-08-12T02:21:00,SCANNER_FAULT,DC-14-Z02,MEDIUM,Y,VISION
DC-14,SAFE-DC-14-010,2026-08-20T14:19:00,ZONE_BREACH,DC-14-Z08,MEDIUM,Y,FLEET
DC-14,SAFE-DC-14-011,2026-08-02T08:15:00,NEAR_MISS,DC-14-Z05,CRITICAL,Y,OPERATOR
DC-14,SAFE-DC-14-012,2026-08-09T08:48:00,SCANNER_FAULT,DC-14-Z10,MEDIUM,Y,SAFETY_PLC
DC-14,SAFE-DC-14-013,2026-08-31T21:34:00,MANUAL_OVERRIDE,DC-14-Z10,HIGH,Y,OPERATOR
DC-14,SAFE-DC-14-014,2026-08-31T20:19:00,SCANNER_FAULT,DC-14-Z08,HIGH,Y,SAFETY_PLC
DC-14,SAFE-DC-14-015,2026-08-07T04:57:00,NEAR_MISS,DC-14-Z12,LOW,Y,OPERATOR
DC-14,SAFE-DC-14-016,2026-08-21T09:47:00,MANUAL_OVERRIDE,DC-14-Z02,LOW,Y,OPERATOR
DC-14,SAFE-DC-14-017,2026-08-07T00:11:00,NEAR_MISS,DC-14-Z10,MEDIUM,Y,FLEET
DC-14,SAFE-DC-14-018,2026-08-21T05:46:00,ZONE_BREACH,DC-14-Z07,CRITICAL,Y,FLEET
