robot_id,source,alias
RBT-0667,CMMS,ASSET-100667
RBT-0668,WMS,BOT0668
RBT-0668,FLEET,DC-18-CASE_PICKER-001
RBT-0668,CMMS,ASSET-100668
RBT-0669,WMS,BOT0669
RBT-0669,FLEET,DC-18-FORK_AMR-002
RBT-0669,CMMS,ASSET-100669
RBT-0670,WMS,BOT0670
RBT-0670,FLEET,DC-18-FORK_AMR-003
RBT-0670,CMMS,ASSET-100670
RBT-0671,WMS,BOT0671
RBT-0671,FLEET,DC-18-CASE_PICKER-004
RBT-0671,CMMS,ASSET-100671
RBT-0672,WMS,BOT0672
RBT-0672,FLEET,DC-18-PALLET_MOVER-005
RBT-0672,CMMS,ASSET-100672
RBT-0673,WMS,BOT0673
RBT-0673,FLEET,DC-18-AMR-006
RBT-0673,CMMS,ASSET-100673
RBT-0674,WMS,BOT0674
RBT-0674,FLEET,DC-18-PALLET_MOVER-007
RBT-0674,CMMS,ASSET-100674
RBT-0675,WMS,BOT0675
RBT-0675,FLEET,DC-18-PALLET_MOVER-008
RBT-0675,CMMS,ASSET-100675
RBT-0676,WMS,BOT0676
RBT-0676,FLEET,DC-18-TUGGER-009
RBT-0676,CMMS,ASSET-100676
RBT-0677,WMS,BOT0677
RBT-0677,FLEET,DC-18-PALLET_MOVER-010
RBT-0677,CMMS,ASSET-100677
RBT-0678,WMS,BOT0678
RBT-0678,FLEET,DC-18-FORK_AMR-011
RBT-0678,CMMS,ASSET-100678
RBT-0679,WMS,BOT0679
RBT-0679,FLEET,DC-18-PALLET_MOVER-012
RBT-0679,CMMS,ASSET-100679
RBT-0680,WMS,BOT0680
RBT-0680,FLEET,DC-18-AMR-013
RBT-0680,CMMS,ASSET-100680
RBT-0681,WMS,BOT0681
RBT-0681,FLEET,DC-18-TUGGER-014
RBT-0681,CMMS,ASSET-100681
RBT-0682,WMS,BOT0682
RBT-0682,FLEET,DC-18-AMR-015
RBT-0682,CMMS,ASSET-100682
RBT-0683,WMS,BOT0683
RBT-0683,FLEET,DC-18-FORK_AMR-016
RBT-0683,CMMS,ASSET-100683
RBT-0684,WMS,BOT0684
RBT-0684,FLEET,DC-18-FORK_AMR-017
RBT-0684,CMMS,ASSET-100684
RBT-0685,WMS,BOT0685
RBT-0685,FLEET,DC-18-FORK_AMR-018
RBT-0685,CMMS,ASSET-100685
RBT-0686,WMS,BOT0686
RBT-0686,FLEET,DC-18-AMR-019
RBT-0686,CMMS,ASSET-100686
RBT-0687,WMS,BOT0687
RBT-0687,FLEET,DC-18-CASE_PICKER-020
RBT-0687,CMMS,ASSET-100687
RBT-0688,WMS,BOT0688
RBT-0688,FLEET,DC-18-PALLET_MOVER-021
RBT-0688,CMMS,ASSET-100688
RBT-0689,WMS,BOT0689
RBT-0689,FLEET,DC-18-AMR-022
RBT-0689,CMMS,ASSET-100689
RBT-0690,WMS,BOT0690
RBT-0690,FLEET,DC-18-PALLET_MOVER-023
RBT-0690,CMMS,ASSET-100690
RBT-0691,WMS,BOT0691
RBT-0691,FLEET,DC-18-CASE_PICKER-024
RBT-0691,CMMS,ASSET-100691
RBT-0692,WMS,BOT0692
RBT-0692,FLEET,DC-18-CASE_PICKER-025
RBT-0692,CMMS,ASSET-100692
RBT-0693,WMS,BOT0693
RBT-0693,FLEET,DC-18-TUGGER-026
RBT-0693,CMMS,ASSET-100693
RBT-0694,WMS,BOT0694
RBT-0694,FLEET,DC-18-TUGGER-027
RBT-0694,CMMS,ASSET-100694
RBT-0695,WMS,BOT0695
RBT-0695,FLEET,DC-18-FORK_AMR-028
RBT-0695,CMMS,ASSET-100695
RBT-0696,WMS,BOT0696
RBT-0696,FLEET,DC-18-AMR-029
RBT-0696,CMMS,ASSET-100696
RBT-0697,WMS,BOT0697
RBT-0697,FLEET,DC-18-AGV-030
RBT-0697,CMMS,ASSET-100697
RBT-0698,WMS,BOT0698
RBT-0698,FLEET,DC-18-AMR-031
RBT-0698,CMMS,ASSET-100698
RBT-0699,WMS,BOT0699
RBT-0699,FLEET,DC-18-AGV-032
RBT-0699,CMMS,ASSET-100699
RBT-0700,WMS,BOT0700
RBT-0700,FLEET,DC-18-FORK_AMR-033
RBT-0700,CMMS,ASSET-100700
RBT-0701,WMS,BOT0701
RBT-0701,FLEET,DC-18-CASE_PICKER-034
RBT-0701,CMMS,ASSET-100701
RBT-0702,WMS,BOT0702
RBT-0702,FLEET,DC-18-FORK_AMR-035
RBT-0702,CMMS,ASSET-100702
RBT-0703,WMS,BOT0703
RBT-0703,FLEET,DC-18-PALLET_MOVER-036
RBT-0703,CMMS,ASSET-100703
RBT-0704,WMS,BOT0704
RBT-0704,FLEET,DC-18-AMR-037
RBT-0704,CMMS,ASSET-100704
RBT-0705,WMS,BOT0705
RBT-0705,FLEET,DC-18-FORK_AMR-038
RBT-0705,CMMS,ASSET-100705
RBT-0706,WMS,BOT0706
RBT-0706,FLEET,DC-18-CASE_PICKER-039
RBT-0706,CMMS,ASSET-100706
RBT-0707,WMS,BOT0707
RBT-0707,FLEET,DC-18-PALLET_MOVER-040
RBT-0707,CMMS,ASSET-100707
RBT-0708,WMS,BOT0708
RBT-0708,FLEET,DC-18-FORK_AMR-041
RBT-0708,CMMS,ASSET-100708
RBT-0709,WMS,BOT0709
RBT-0709,FLEET,DC-18-TUGGER-042
RBT-0709,CMMS,ASSET-100709
RBT-0710,WMS,BOT0710
RBT-0710,FLEET,DC-18-TUGGER-043
RBT-0710,CMMS,ASSET-100710
RBT-0711,WMS,BOT0711
RBT-0711,FLEET,DC-18-AGV-044
RBT-0711,CMMS,ASSET-100711
RBT-0712,WMS,BOT0712
RBT-0712,FLEET,DC-18-PALLET_MOVER-045
RBT-0712,CMMS,ASSET-100712
