sku,description,uom,temperature_class,lot_controlled,serial_controlled,hazmat
SKU-01181,Synthetic Product 01181,CASE,AMBIENT,N,N,N
SKU-01182,Synthetic Product 01182,PALLET,CHILLED,N,N,N
SKU-01183,Synthetic Product 01183,PALLET,AMBIENT,N,Y,N
SKU-01184,Synthetic Product 01184,PALLET,AMBIENT,Y,N,N
SKU-01185,Synthetic Product 01185,CASE,AMBIENT,N,N,N
SKU-01186,Synthetic Product 01186,EA,AMBIENT,N,N,N
SKU-01187,Synthetic Product 01187,EA,AMBIENT,N,N,N
SKU-01188,Synthetic Product 01188,CASE,AMBIENT,Y,N,N
SKU-01189,Synthetic Product 01189,EA,AMBIENT,N,N,N
SKU-01190,Synthetic Product 01190,EA,AMBIENT,Y,N,N
SKU-01191,Synthetic Product 01191,EA,AMBIENT,Y,N,N
SKU-01192,Synthetic Product 01192,EA,AMBIENT,Y,N,N
SKU-01193,Synthetic Product 01193,CASE,AMBIENT,N,N,N
SKU-01194,Synthetic Product 01194,PALLET,AMBIENT,Y,N,N
SKU-01195,Synthetic Product 01195,EA,CHILLED,Y,N,N
SKU-01196,Synthetic Product 01196,EA,AMBIENT,N,N,N
SKU-01197,Synthetic Product 01197,PALLET,AMBIENT,Y,N,N
SKU-01198,Synthetic Product 01198,CASE,AMBIENT,N,N,N
SKU-01199,Synthetic Product 01199,PALLET,AMBIENT,N,N,N
SKU-01200,Synthetic Product 01200,EA,FROZEN,N,N,N
SKU-09999,Happy-path demo case,CASE,AMBIENT,N,N,N
