warehouse_id,sku,location,wms_qty,erp_qty,vision_qty,reserved_qty,inventory_status,last_cycle_count_days
DC-16,SKU-00373,DC-16-Z02-B034,194,193,191,8,AVAILABLE,78
DC-16,SKU-00855,DC-16-Z02-B079,33,32,33,13,AVAILABLE,17
DC-16,SKU-00685,DC-16-Z01-B017,85,84,85,15,HOLD,125
DC-16,SKU-00666,DC-16-Z02-B055,84,84,85,6,AVAILABLE,23
DC-16,SKU-00200,DC-16-Z06-B039,47,47,50,8,AVAILABLE,42
DC-16,SKU-00907,DC-16-Z10-B034,179,181,178,18,AVAILABLE,168
DC-16,SKU-00351,DC-16-Z12-B047,148,147,147,7,AVAILABLE,127
DC-16,SKU-00674,DC-16-Z10-B007,127,127,126,8,QUARANTINE,90
DC-16,SKU-00590,DC-16-Z04-B014,27,29,26,14,AVAILABLE,179
DC-16,SKU-00409,DC-16-Z12-B018,31,31,28,18,QUARANTINE,120
DC-16,SKU-00051,DC-16-Z04-B010,3,4,2,2,QUARANTINE,99
DC-16,SKU-00808,DC-16-Z10-B068,165,165,165,18,AVAILABLE,72
DC-16,SKU-00882,DC-16-Z04-B056,127,126,127,14,AVAILABLE,108
DC-16,SKU-00650,DC-16-Z10-B016,207,207,208,3,HOLD,166
DC-16,SKU-00867,DC-16-Z06-B010,212,212,211,14,AVAILABLE,104
DC-16,SKU-00325,DC-16-Z05-B012,155,155,156,10,AVAILABLE,25
DC-16,SKU-00931,DC-16-Z11-B050,72,73,72,19,AVAILABLE,43
DC-16,SKU-01102,DC-16-Z11-B058,208,209,205,15,AVAILABLE,163
DC-16,SKU-00387,DC-16-Z10-B047,12,12,12,9,AVAILABLE,180
DC-16,SKU-00626,DC-16-Z08-B003,95,96,94,16,AVAILABLE,146
DC-16,SKU-01034,DC-16-Z04-B005,83,84,83,8,AVAILABLE,70
DC-16,SKU-00547,DC-16-Z05-B022,43,44,43,10,AVAILABLE,126
DC-16,SKU-00115,DC-16-Z06-B045,22,22,22,20,AVAILABLE,39
DC-16,SKU-00810,DC-16-Z05-B012,70,69,70,10,QUARANTINE,173
DC-16,SKU-00645,DC-16-Z01-B052,0,0,0,0,AVAILABLE,105
DC-16,SKU-00597,DC-16-Z03-B019,82,82,83,14,AVAILABLE,13
DC-16,SKU-01131,DC-16-Z03-B012,214,214,214,9,AVAILABLE,71
DC-16,SKU-00119,DC-16-Z07-B050,124,124,123,19,AVAILABLE,5
DC-16,SKU-01103,DC-16-Z04-B003,121,123,121,4,AVAILABLE,113
DC-16,SKU-00299,DC-16-Z09-B060,136,136,136,16,AVAILABLE,73
DC-17,SKU-00449,DC-17-Z05-B031,155,154,154,8,QUARANTINE,159
DC-17,SKU-00190,DC-17-Z05-B052,219,217,219,1,AVAILABLE,114
DC-17,SKU-00077,DC-17-Z06-B048,116,115,116,13,AVAILABLE,146
DC-17,SKU-00372,DC-17-Z08-B041,87,87,87,13,AVAILABLE,159
DC-17,SKU-00703,DC-17-Z08-B026,59,59,58,19,AVAILABLE,104
DC-17,SKU-00880,DC-17-Z07-B026,57,57,57,15,AVAILABLE,152
DC-17,SKU-01119,DC-17-Z06-B028,89,89,90,19,AVAILABLE,180
DC-17,SKU-01140,DC-17-Z05-B043,19,21,22,9,AVAILABLE,1
DC-17,SKU-00114,DC-17-Z05-B025,12,11,9,8,AVAILABLE,109
DC-17,SKU-00411,DC-17-Z12-B066,36,36,36,15,AVAILABLE,151
DC-17,SKU-00170,DC-17-Z11-B078,0,0,3,0,AVAILABLE,0
DC-17,SKU-01182,DC-17-Z11-B079,106,107,109,15,AVAILABLE,80
DC-17,SKU-00276,DC-17-Z08-B042,151,151,154,12,QUARANTINE,124
DC-17,SKU-01106,DC-17-Z12-B017,57,55,60,20,AVAILABLE,116
DC-17,SKU-00618,DC-17-Z11-B025,188,188,191,10,HOLD,148
DC-17,SKU-00769,DC-17-Z05-B035,199,199,199,2,QUARANTINE,43
DC-17,SKU-00695,DC-17-Z07-B040,48,50,45,2,AVAILABLE,104
DC-17,SKU-00762,DC-17-Z07-B066,25,25,24,9,QUARANTINE,127
DC-17,SKU-00100,DC-17-Z12-B018,163,161,166,20,AVAILABLE,80
DC-17,SKU-00362,DC-17-Z02-B001,130,132,127,8,AVAILABLE,46
DC-17,SKU-00247,DC-17-Z09-B010,147,147,147,14,AVAILABLE,18
DC-17,SKU-00270,DC-17-Z04-B076,156,158,153,8,QUARANTINE,21
DC-17,SKU-00727,DC-17-Z02-B026,119,121,120,18,QUARANTINE,140
DC-17,SKU-00319,DC-17-Z09-B068,177,177,176,3,QUARANTINE,154
DC-17,SKU-00196,DC-17-Z01-B036,10,8,13,9,AVAILABLE,86
DC-17,SKU-00163,DC-17-Z02-B055,37,36,37,6,AVAILABLE,67
DC-17,SKU-00374,DC-17-Z04-B015,165,165,165,2,AVAILABLE,77
DC-17,SKU-01036,DC-17-Z08-B013,161,161,160,6,AVAILABLE,156
DC-17,SKU-00145,DC-17-Z01-B043,23,24,22,11,AVAILABLE,173
DC-17,SKU-00506,DC-17-Z03-B061,132,132,131,18,HOLD,30
DC-17,SKU-00401,DC-17-Z09-B011,197,197,194,6,AVAILABLE,158
DC-17,SKU-00960,DC-17-Z08-B029,57,58,57,17,AVAILABLE,172
DC-17,SKU-00670,DC-17-Z09-B030,156,156,156,17,AVAILABLE,42
DC-17,SKU-00399,DC-17-Z12-B077,143,143,142,12,AVAILABLE,114
DC-17,SKU-00357,DC-17-Z05-B007,169,170,166,11,AVAILABLE,18
DC-17,SKU-00949,DC-17-Z02-B072,49,49,52,17,HOLD,149
DC-17,SKU-00080,DC-17-Z01-B057,72,70,73,6,AVAILABLE,138
DC-17,SKU-00983,DC-17-Z11-B022,71,71,71,4,AVAILABLE,35
DC-17,SKU-00519,DC-17-Z05-B055,12,12,13,6,AVAILABLE,46
DC-17,SKU-00507,DC-17-Z10-B001,144,144,141,18,AVAILABLE,31
DC-17,SKU-00369,DC-17-Z02-B009,78,77,78,1,AVAILABLE,116
DC-17,SKU-00509,DC-17-Z07-B040,103,102,103,14,AVAILABLE,131
DC-17,SKU-00806,DC-17-Z03-B075,156,156,155,11,AVAILABLE,26
DC-17,SKU-00043,DC-17-Z07-B045,73,73,73,0,AVAILABLE,102
DC-17,SKU-00125,DC-17-Z03-B068,11,11,14,4,AVAILABLE,111
DC-17,SKU-00986,DC-17-Z10-B010,146,146,149,1,HOLD,173
DC-17,SKU-01100,DC-17-Z03-B048,157,156,157,9,AVAILABLE,89
DC-17,SKU-00805,DC-17-Z09-B054,207,205,207,19,AVAILABLE,89
DC-17,SKU-00936,DC-17-Z07-B046,181,181,178,12,AVAILABLE,16
DC-17,SKU-00842,DC-17-Z06-B054,52,53,51,19,AVAILABLE,57
DC-17,SKU-00065,DC-17-Z06-B001,116,115,116,15,AVAILABLE,20
DC-17,SKU-00794,DC-17-Z04-B034,37,37,38,1,AVAILABLE,119
DC-17,SKU-00284,DC-17-Z12-B078,89,88,89,15,AVAILABLE,25
DC-17,SKU-00447,DC-17-Z09-B056,81,83,82,5,AVAILABLE,12
DC-17,SKU-00219,DC-17-Z04-B051,13,11,13,7,AVAILABLE,167
DC-17,SKU-00148,DC-17-Z11-B073,165,167,165,2,QUARANTINE,175
DC-17,SKU-00620,DC-17-Z01-B062,23,22,24,10,AVAILABLE,59
DC-17,SKU-00674,DC-17-Z10-B058,172,172,171,4,AVAILABLE,111
DC-17,SKU-00189,DC-17-Z11-B058,127,127,127,4,AVAILABLE,136
DC-17,SKU-01018,DC-17-Z06-B050,145,144,144,15,AVAILABLE,88
DC-17,SKU-00141,DC-17-Z01-B016,208,208,208,20,AVAILABLE,59
DC-17,SKU-00516,DC-17-Z03-B043,58,58,55,1,HOLD,81
DC-17,SKU-00329,DC-17-Z12-B039,80,81,80,5,QUARANTINE,130
DC-17,SKU-01184,DC-17-Z06-B036,155,155,155,15,AVAILABLE,145
DC-17,SKU-00521,DC-17-Z04-B072,34,32,35,16,AVAILABLE,11
DC-17,SKU-00358,DC-17-Z01-B031,49,48,48,5,AVAILABLE,167
DC-17,SKU-00612,DC-17-Z01-B007,26,27,26,12,AVAILABLE,47
DC-17,SKU-00593,DC-17-Z03-B059,1,3,1,1,AVAILABLE,137
DC-17,SKU-00175,DC-17-Z06-B066,154,154,154,3,AVAILABLE,116
DC-17,SKU-00881,DC-17-Z10-B013,43,44,40,18,AVAILABLE,179
DC-17,SKU-00650,DC-17-Z09-B019,215,217,216,1,AVAILABLE,29
DC-17,SKU-00640,DC-17-Z06-B025,73,73,73,18,AVAILABLE,174
DC-17,SKU-00084,DC-17-Z06-B066,75,77,75,7,AVAILABLE,134
DC-17,SKU-00934,DC-17-Z08-B048,148,149,148,0,AVAILABLE,27
DC-17,SKU-00503,DC-17-Z10-B055,62,64,65,15,AVAILABLE,175
DC-17,SKU-00167,DC-17-Z05-B077,117,116,117,12,AVAILABLE,7
DC-17,SKU-00101,DC-17-Z03-B058,196,197,196,4,AVAILABLE,140
DC-17,SKU-00605,DC-17-Z08-B033,55,55,56,11,AVAILABLE,174
DC-17,SKU-00771,DC-17-Z04-B005,156,156,153,10,AVAILABLE,61
DC-17,SKU-00643,DC-17-Z09-B049,42,41,42,0,QUARANTINE,31
DC-17,SKU-00137,DC-17-Z11-B043,200,198,197,10,AVAILABLE,52
DC-17,SKU-00067,DC-17-Z01-B002,139,139,139,9,AVAILABLE,100
DC-17,SKU-00328,DC-17-Z03-B075,156,158,157,20,AVAILABLE,14
DC-17,SKU-00956,DC-17-Z10-B063,31,31,31,18,AVAILABLE,51
DC-17,SKU-00686,DC-17-Z01-B033,100,101,97,2,AVAILABLE,26
DC-17,SKU-00428,DC-17-Z11-B068,7,6,6,3,AVAILABLE,9
DC-17,SKU-00750,DC-17-Z02-B071,219,221,216,1,AVAILABLE,141
DC-17,SKU-01077,DC-17-Z01-B046,75,77,75,0,AVAILABLE,75
DC-17,SKU-00900,DC-17-Z03-B010,204,206,204,6,AVAILABLE,180
DC-17,SKU-00036,DC-17-Z01-B056,176,178,176,14,AVAILABLE,138
DC-17,SKU-00203,DC-17-Z02-B028,73,74,73,16,AVAILABLE,30
DC-17,SKU-00061,DC-17-Z08-B001,123,124,126,19,AVAILABLE,142
DC-17,SKU-00815,DC-17-Z01-B052,47,47,44,19,AVAILABLE,102
DC-17,SKU-00222,DC-17-Z04-B034,49,51,49,18,AVAILABLE,142
DC-17,SKU-00969,DC-17-Z04-B043,24,22,24,2,HOLD,91
DC-17,SKU-00532,DC-17-Z03-B061,137,137,137,11,AVAILABLE,160
DC-17,SKU-00818,DC-17-Z11-B076,208,208,208,18,AVAILABLE,70
DC-17,SKU-00690,DC-17-Z09-B003,97,98,97,15,AVAILABLE,132
DC-17,SKU-00471,DC-17-Z12-B027,154,156,154,5,AVAILABLE,111
DC-17,SKU-01067,DC-17-Z07-B058,33,35,36,19,AVAILABLE,46
DC-17,SKU-00570,DC-17-Z08-B034,62,64,62,18,AVAILABLE,88
DC-17,SKU-01037,DC-17-Z12-B038,136,136,136,17,QUARANTINE,39
DC-17,SKU-00697,DC-17-Z05-B064,210,208,207,14,AVAILABLE,145
DC-17,SKU-00071,DC-17-Z09-B041,172,172,169,1,AVAILABLE,89
DC-17,SKU-00299,DC-17-Z03-B036,105,106,105,14,AVAILABLE,40
DC-17,SKU-00860,DC-17-Z01-B072,198,196,198,16,AVAILABLE,73
DC-17,SKU-00904,DC-17-Z02-B034,219,220,219,13,QUARANTINE,178
DC-17,SKU-00786,DC-17-Z02-B077,102,102,102,12,AVAILABLE,81
DC-17,SKU-01195,DC-17-Z07-B026,85,85,85,1,AVAILABLE,143
DC-17,SKU-00132,DC-17-Z04-B076,90,90,90,12,AVAILABLE,104
DC-17,SKU-00355,DC-17-Z07-B030,12,12,13,0,AVAILABLE,1
DC-17,SKU-00512,DC-17-Z11-B057,107,105,106,18,AVAILABLE,111
DC-17,SKU-00811,DC-17-Z07-B036,74,73,73,4,AVAILABLE,53
DC-17,SKU-00159,DC-17-Z10-B051,58,57,58,15,AVAILABLE,106
DC-17,SKU-00187,DC-17-Z03-B003,191,189,190,2,HOLD,160
DC-17,SKU-00523,DC-17-Z08-B031,210,210,210,17,AVAILABLE,27
DC-17,SKU-00197,DC-17-Z01-B028,116,117,117,6,AVAILABLE,176
DC-17,SKU-00715,DC-17-Z03-B068,72,72,72,20,QUARANTINE,106
DC-17,SKU-00804,DC-17-Z10-B020,120,122,120,19,AVAILABLE,42
DC-17,SKU-00482,DC-17-Z04-B051,134,134,133,6,AVAILABLE,13
DC-17,SKU-00034,DC-17-Z04-B032,170,168,170,20,AVAILABLE,67
DC-17,SKU-00473,DC-17-Z10-B070,6,7,5,6,AVAILABLE,139
DC-17,SKU-01144,DC-17-Z06-B074,44,45,45,8,AVAILABLE,10
DC-17,SKU-01168,DC-17-Z05-B010,117,117,118,3,AVAILABLE,12
DC-17,SKU-00063,DC-17-Z05-B066,96,94,96,13,QUARANTINE,130
DC-17,SKU-00635,DC-17-Z07-B071,210,210,210,0,AVAILABLE,69
DC-17,SKU-00757,DC-17-Z07-B062,2,3,0,0,AVAILABLE,56
DC-17,SKU-00626,DC-17-Z07-B010,138,137,138,10,AVAILABLE,105
DC-17,SKU-00464,DC-17-Z02-B078,74,76,74,8,AVAILABLE,135
DC-17,SKU-00024,DC-17-Z10-B024,133,134,133,12,HOLD,0
DC-17,SKU-00049,DC-17-Z03-B053,103,104,102,3,AVAILABLE,6
DC-17,SKU-00761,DC-17-Z11-B014,155,156,152,8,AVAILABLE,12
DC-17,SKU-00666,DC-17-Z03-B035,75,75,75,11,HOLD,83
DC-17,SKU-01008,DC-17-Z04-B026,116,116,117,14,AVAILABLE,75
DC-17,SKU-00060,DC-17-Z07-B012,203,201,204,4,AVAILABLE,45
DC-17,SKU-00009,DC-17-Z06-B055,59,57,62,0,QUARANTINE,38
DC-17,SKU-00430,DC-17-Z08-B067,166,166,169,2,AVAILABLE,150
DC-17,SKU-00930,DC-17-Z05-B009,148,148,148,5,AVAILABLE,138
DC-17,SKU-00772,DC-17-Z08-B031,121,119,121,20,QUARANTINE,68
DC-17,SKU-00898,DC-17-Z05-B005,183,183,183,7,AVAILABLE,47
DC-17,SKU-00578,DC-17-Z02-B007,5,6,5,4,AVAILABLE,34
DC-17,SKU-00630,DC-17-Z04-B074,155,156,155,11,AVAILABLE,124
DC-17,SKU-00988,DC-17-Z06-B061,145,145,145,5,AVAILABLE,158
DC-17,SKU-00813,DC-17-Z01-B053,193,195,193,5,AVAILABLE,110
DC-17,SKU-01069,DC-17-Z07-B069,213,213,216,13,HOLD,66
DC-17,SKU-00513,DC-17-Z12-B034,217,216,216,17,AVAILABLE,106
DC-17,SKU-00553,DC-17-Z11-B046,179,180,178,19,AVAILABLE,136
DC-17,SKU-00204,DC-17-Z04-B047,117,118,117,13,QUARANTINE,88
DC-17,SKU-01117,DC-17-Z12-B049,105,103,102,12,AVAILABLE,112
DC-17,SKU-00456,DC-17-Z01-B045,105,105,105,19,AVAILABLE,91
DC-17,SKU-00629,DC-17-Z05-B074,159,158,156,13,AVAILABLE,34
DC-17,SKU-00425,DC-17-Z11-B025,156,156,153,16,AVAILABLE,72
DC-17,SKU-00897,DC-17-Z12-B023,175,176,175,2,AVAILABLE,11
DC-17,SKU-00613,DC-17-Z12-B050,149,149,149,9,AVAILABLE,8
DC-17,SKU-00150,DC-17-Z07-B080,39,39,39,15,AVAILABLE,55
DC-17,SKU-01064,DC-17-Z04-B032,146,146,146,15,AVAILABLE,70
DC-17,SKU-00199,DC-17-Z02-B024,157,157,154,7,AVAILABLE,57
DC-17,SKU-01081,DC-17-Z11-B021,116,114,113,16,AVAILABLE,75
DC-17,SKU-00947,DC-17-Z03-B079,156,156,155,3,AVAILABLE,179
DC-17,SKU-00638,DC-17-Z12-B039,49,51,52,6,AVAILABLE,44
DC-17,SKU-00527,DC-17-Z10-B059,209,209,209,20,AVAILABLE,73
DC-17,SKU-00760,DC-17-Z07-B070,76,77,73,0,HOLD,88
DC-17,SKU-00227,DC-17-Z04-B021,97,97,98,18,AVAILABLE,69
DC-17,SKU-00909,DC-17-Z10-B015,219,221,216,3,AVAILABLE,8
DC-17,SKU-00409,DC-17-Z07-B011,188,188,189,20,AVAILABLE,131
DC-17,SKU-00678,DC-17-Z03-B047,18,19,19,9,AVAILABLE,14
DC-17,SKU-00280,DC-17-Z09-B047,127,125,127,1,AVAILABLE,169
DC-17,SKU-00893,DC-17-Z08-B001,159,160,160,4,AVAILABLE,107
DC-17,SKU-00704,DC-17-Z08-B019,40,39,40,5,AVAILABLE,87
DC-17,SKU-00800,DC-17-Z06-B072,55,53,55,1,AVAILABLE,7
DC-17,SKU-00598,DC-17-Z08-B072,213,213,212,8,AVAILABLE,11
DC-17,SKU-00910,DC-17-Z03-B027,25,25,28,2,AVAILABLE,167
DC-17,SKU-00017,DC-17-Z06-B020,30,30,31,5,AVAILABLE,106
DC-17,SKU-00302,DC-17-Z11-B070,126,126,126,18,AVAILABLE,69
DC-17,SKU-00238,DC-17-Z06-B025,185,185,184,11,QUARANTINE,13
DC-17,SKU-00277,DC-17-Z10-B017,116,116,113,4,AVAILABLE,55
DC-17,SKU-00287,DC-17-Z11-B016,83,81,83,3,QUARANTINE,71
DC-17,SKU-00953,DC-17-Z02-B072,104,103,104,9,AVAILABLE,85
DC-17,SKU-00026,DC-17-Z09-B072,1,1,4,1,AVAILABLE,115
DC-17,SKU-00754,DC-17-Z12-B049,106,106,106,5,AVAILABLE,55
DC-17,SKU-00459,DC-17-Z12-B042,219,219,219,3,AVAILABLE,85
DC-17,SKU-00458,DC-17-Z04-B050,126,126,129,1,AVAILABLE,119
DC-17,SKU-01083,DC-17-Z11-B008,122,124,122,2,AVAILABLE,38
DC-17,SKU-00899,DC-17-Z04-B055,78,78,79,19,AVAILABLE,104
DC-17,SKU-00383,DC-17-Z10-B044,147,147,147,15,AVAILABLE,41
DC-17,SKU-01086,DC-17-Z12-B022,153,152,153,18,AVAILABLE,59
DC-17,SKU-00734,DC-17-Z03-B044,120,120,119,5,AVAILABLE,108
DC-17,SKU-00172,DC-17-Z10-B044,123,123,124,15,AVAILABLE,68
DC-17,SKU-00594,DC-17-Z06-B077,89,91,89,9,HOLD,124
DC-17,SKU-00348,DC-17-Z05-B065,8,8,9,3,AVAILABLE,126
DC-17,SKU-00230,DC-17-Z09-B003,28,28,28,0,AVAILABLE,55
DC-17,SKU-01118,DC-17-Z06-B047,55,56,58,18,AVAILABLE,121
DC-17,SKU-00673,DC-17-Z12-B031,141,141,142,10,AVAILABLE,4
DC-17,SKU-01017,DC-17-Z12-B020,202,203,202,4,HOLD,52
DC-17,SKU-00480,DC-17-Z10-B005,106,105,106,11,QUARANTINE,83
DC-17,SKU-00378,DC-17-Z08-B074,39,40,39,19,AVAILABLE,110
DC-17,SKU-00229,DC-17-Z08-B053,212,213,211,12,QUARANTINE,166
DC-17,SKU-00796,DC-17-Z09-B052,63,63,60,3,AVAILABLE,78
DC-17,SKU-00782,DC-17-Z07-B002,76,76,77,2,AVAILABLE,170
DC-17,SKU-00370,DC-17-Z05-B059,79,79,80,16,AVAILABLE,96
DC-17,SKU-00242,DC-17-Z04-B044,185,185,184,6,AVAILABLE,142
DC-17,SKU-00086,DC-17-Z06-B027,159,158,159,5,AVAILABLE,85
DC-17,SKU-00261,DC-17-Z12-B034,100,100,101,9,AVAILABLE,28
DC-17,SKU-00617,DC-17-Z01-B041,139,140,136,19,AVAILABLE,174
DC-17,SKU-00444,DC-17-Z04-B012,54,54,51,0,HOLD,74
DC-17,SKU-00591,DC-17-Z01-B022,121,122,124,3,QUARANTINE,38
DC-17,SKU-01120,DC-17-Z01-B058,136,136,137,7,AVAILABLE,167
DC-17,SKU-00615,DC-17-Z04-B053,187,189,188,10,AVAILABLE,62
DC-17,SKU-00412,DC-17-Z01-B028,36,36,36,12,AVAILABLE,114
DC-17,SKU-00004,DC-17-Z12-B055,113,113,114,12,HOLD,112
DC-17,SKU-00667,DC-17-Z02-B003,191,191,194,8,AVAILABLE,13
DC-17,SKU-00525,DC-17-Z06-B070,189,191,189,8,AVAILABLE,138
DC-17,SKU-00069,DC-17-Z05-B014,111,111,108,6,AVAILABLE,93
DC-17,SKU-00421,DC-17-Z05-B078,198,198,198,13,AVAILABLE,57
DC-17,SKU-00225,DC-17-Z12-B079,133,133,132,5,AVAILABLE,116
DC-17,SKU-01068,DC-17-Z05-B024,13,13,13,11,AVAILABLE,116
DC-17,SKU-00654,DC-17-Z08-B074,219,218,216,9,AVAILABLE,144
DC-17,SKU-00529,DC-17-Z12-B009,29,29,29,8,AVAILABLE,121
DC-17,SKU-00783,DC-17-Z09-B057,84,84,87,3,AVAILABLE,86
DC-17,SKU-00427,DC-17-Z05-B079,122,122,121,12,AVAILABLE,143
DC-17,SKU-00832,DC-17-Z02-B053,117,117,118,12,AVAILABLE,130
DC-17,SKU-01181,DC-17-Z12-B033,218,218,221,14,AVAILABLE,166
DC-17,SKU-00914,DC-17-Z07-B009,63,62,64,15,AVAILABLE,82
DC-17,SKU-00589,DC-17-Z10-B036,8,8,7,0,AVAILABLE,51
DC-17,SKU-01091,DC-17-Z10-B019,178,178,178,3,AVAILABLE,45
DC-17,SKU-00039,DC-17-Z04-B014,13,13,13,5,AVAILABLE,48
DC-17,SKU-00031,DC-17-Z10-B037,31,29,28,5,AVAILABLE,40
DC-17,SKU-01109,DC-17-Z11-B059,90,90,91,4,AVAILABLE,46
DC-17,SKU-00571,DC-17-Z11-B010,69,67,70,17,AVAILABLE,169
DC-17,SKU-00702,DC-17-Z12-B076,154,154,154,13,AVAILABLE,172
DC-17,SKU-00981,DC-17-Z09-B068,194,194,197,9,AVAILABLE,101
DC-17,SKU-00653,DC-17-Z12-B006,100,100,99,17,AVAILABLE,73
DC-17,SKU-00450,DC-17-Z08-B040,38,36,35,9,AVAILABLE,99
DC-17,SKU-00732,DC-17-Z08-B031,182,182,182,5,AVAILABLE,36
DC-17,SKU-00967,DC-17-Z04-B035,217,217,217,8,AVAILABLE,93
DC-17,SKU-00123,DC-17-Z07-B008,170,170,170,16,AVAILABLE,126
DC-17,SKU-00621,DC-17-Z06-B075,147,148,150,20,AVAILABLE,21
DC-17,SKU-00309,DC-17-Z08-B003,207,207,204,1,AVAILABLE,54
DC-17,SKU-01043,DC-17-Z08-B032,93,91,93,16,AVAILABLE,38
DC-17,SKU-00027,DC-17-Z11-B025,83,83,83,13,QUARANTINE,28
DC-17,SKU-00968,DC-17-Z06-B009,199,199,199,7,AVAILABLE,160
DC-17,SKU-00177,DC-17-Z03-B007,57,56,56,11,AVAILABLE,115
DC-17,SKU-01143,DC-17-Z06-B046,102,104,105,10,AVAILABLE,179
DC-17,SKU-00559,DC-17-Z01-B023,63,64,63,1,AVAILABLE,76
DC-17,SKU-00443,DC-17-Z05-B013,196,196,199,6,AVAILABLE,79
DC-17,SKU-00478,DC-17-Z08-B011,60,60,57,2,QUARANTINE,135
DC-17,SKU-00202,DC-17-Z06-B036,135,135,136,12,AVAILABLE,53
DC-17,SKU-00223,DC-17-Z02-B005,143,143,146,14,AVAILABLE,90
DC-17,SKU-00220,DC-17-Z03-B038,124,126,121,12,AVAILABLE,38
DC-17,SKU-00211,DC-17-Z08-B003,217,216,217,2,AVAILABLE,85
DC-17,SKU-00130,DC-17-Z09-B054,217,219,217,14,AVAILABLE,92
DC-17,SKU-00146,DC-17-Z12-B018,71,71,74,10,AVAILABLE,101
DC-17,SKU-00221,DC-17-Z09-B030,39,41,39,15,AVAILABLE,97
DC-17,SKU-00886,DC-17-Z06-B024,159,159,158,4,AVAILABLE,128
DC-17,SKU-00931,DC-17-Z09-B025,159,158,160,7,QUARANTINE,129
DC-17,SKU-00094,DC-17-Z07-B074,151,150,148,20,HOLD,137
DC-17,SKU-01148,DC-17-Z07-B002,38,39,39,13,AVAILABLE,109
DC-17,SKU-00906,DC-17-Z12-B011,17,17,20,7,AVAILABLE,117
DC-17,SKU-01150,DC-17-Z09-B024,77,77,77,14,AVAILABLE,116
DC-17,SKU-00463,DC-17-Z01-B037,50,50,50,20,AVAILABLE,158
DC-17,SKU-00338,DC-17-Z10-B009,41,43,42,6,AVAILABLE,19
DC-17,SKU-01141,DC-17-Z07-B044,154,153,153,2,AVAILABLE,32
DC-17,SKU-00628,DC-17-Z08-B065,167,167,167,17,AVAILABLE,39
DC-17,SKU-00746,DC-17-Z03-B034,100,100,99,6,AVAILABLE,112
DC-17,SKU-01082,DC-17-Z12-B021,131,131,131,18,AVAILABLE,174
DC-17,SKU-00592,DC-17-Z12-B028,42,40,42,19,AVAILABLE,92
DC-17,SKU-01001,DC-17-Z08-B063,183,181,183,2,AVAILABLE,69
DC-17,SKU-00879,DC-17-Z08-B040,177,177,180,19,AVAILABLE,121
DC-17,SKU-00871,DC-17-Z03-B036,89,90,88,10,AVAILABLE,108
DC-17,SKU-00625,DC-17-Z05-B005,143,145,140,6,AVAILABLE,130
DC-17,SKU-01127,DC-17-Z05-B080,37,38,37,8,AVAILABLE,178
DC-17,SKU-00269,DC-17-Z10-B010,70,70,69,2,AVAILABLE,100
DC-17,SKU-00861,DC-17-Z04-B005,79,79,78,3,HOLD,73
DC-17,SKU-00268,DC-17-Z07-B028,97,96,97,3,HOLD,65
DC-17,SKU-00859,DC-17-Z08-B040,84,84,81,15,AVAILABLE,133
DC-17,SKU-00623,DC-17-Z03-B044,119,118,119,15,AVAILABLE,100
DC-17,SKU-00972,DC-17-Z01-B036,139,139,139,0,AVAILABLE,117
DC-17,SKU-00448,DC-17-Z07-B051,34,32,34,2,AVAILABLE,103
DC-17,SKU-00866,DC-17-Z08-B024,171,172,171,7,AVAILABLE,141
DC-17,SKU-00160,DC-17-Z08-B034,120,122,119,0,AVAILABLE,177
DC-17,SKU-00696,DC-17-Z04-B065,31,31,34,0,QUARANTINE,56
DC-17,SKU-00350,DC-17-Z03-B047,134,136,134,17,AVAILABLE,141
DC-17,SKU-00486,DC-17-Z11-B066,55,55,58,10,AVAILABLE,147
DC-17,SKU-00365,DC-17-Z12-B024,119,117,119,9,QUARANTINE,121
DC-17,SKU-00461,DC-17-Z12-B003,147,146,148,9,AVAILABLE,145
DC-17,SKU-00097,DC-17-Z05-B046,164,164,164,2,AVAILABLE,136
DC-17,SKU-00878,DC-17-Z03-B039,195,195,192,4,AVAILABLE,105
DC-17,SKU-00687,DC-17-Z08-B028,160,161,161,7,AVAILABLE,132
DC-17,SKU-00940,DC-17-Z06-B013,34,33,35,14,AVAILABLE,36
DC-17,SKU-00212,DC-17-Z11-B056,15,15,15,11,AVAILABLE,119
DC-17,SKU-00253,DC-17-Z11-B045,28,28,28,1,AVAILABLE,59
DC-17,SKU-00950,DC-17-Z09-B019,204,205,204,8,AVAILABLE,62
DC-17,SKU-01034,DC-17-Z07-B014,32,31,29,10,AVAILABLE,150
DC-17,SKU-01023,DC-17-Z10-B016,63,64,64,1,AVAILABLE,154
DC-17,SKU-00417,DC-17-Z08-B041,34,34,37,1,AVAILABLE,36
DC-17,SKU-00568,DC-17-Z10-B043,28,26,27,0,HOLD,34
DC-17,SKU-00140,DC-17-Z03-B040,207,207,204,4,AVAILABLE,100
DC-17,SKU-00959,DC-17-Z09-B070,180,180,177,12,HOLD,172
DC-17,SKU-00488,DC-17-Z08-B071,65,65,66,15,AVAILABLE,60
DC-17,SKU-00256,DC-17-Z04-B044,74,74,74,14,AVAILABLE,50
DC-17,SKU-01078,DC-17-Z02-B038,28,26,28,11,QUARANTINE,8
DC-17,SKU-00726,DC-17-Z09-B019,86,86,89,1,AVAILABLE,64
DC-17,SKU-00161,DC-17-Z03-B021,193,191,196,1,AVAILABLE,175
